"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"LFTO","NASD","Liftoff Mobile Inc","Communication Services","Advertising Agencies",3772.45,22.66,-5.86%,519093,1411.11,0.37,-8.59%,-10.75%,,,-9.72%,,7.65%,,1177.16%,37.12%,,5.62%,0.02%,4.39%
"AADX","NYSE","Applied Aerospace & Defense Inc","Industrials","Aerospace & Defense",2931.67,17.17,-9.63%,709415,2151.29,0.33,-17.49%,-13.20%,,,-17.25%,,7.61%,,-107.01%,21.01%,,0.04%,0.05%,8.21%
"ARXS","NASD","Arxis Inc","Industrials","Aerospace & Defense",16499.56,40.21,-3.23%,1476801,1492.74,0.99,-5.48%,-1.86%,,,5.82%,,5.50%,13.74%,,,42.24%,3.25%,0.00%,7.37%
"BETA","NYSE","BETA Technologies Inc","Industrials","Aerospace & Defense",4070.54,17.64,-4.80%,1319129,1599.20,0.82,5.44%,5.88%,-3.45%,-35.05%,-37.47%,,5.16%,83.39%,-36.77%,128.38%,47.80%,1.94%,26.30%,5.55%
"DPC","NYSE","DPC Holdings PLC","Industrials","Aerospace & Defense",6682.79,46.04,-1.52%,2914261,3151.70,0.92,-4.70%,,,,4.64%,,7.87%,,,,,37.25%,30.92%,3.58%
"FLY","NASD","Firefly Aerospace Inc","Industrials","Aerospace & Defense",3125.40,19.03,-9.12%,5020651,7117.19,0.71,-24.72%,-42.96%,-49.42%,-31.96%,-14.93%,,6.57%,-40.29%,-20.35%,44.80%,28.25%,7.22%,20.36%,13.94%
"HONA","NASD","Honeywell Aerospace Inc","Industrials","Aerospace & Defense",66028.28,208.37,-1.97%,2758870,3020.65,0.91,-6.61%,,,,-29.96%,,5.51%,,,,,33.09%,0.79%,
"MDA","NYSE","MDA Space Ltd","Industrials","Aerospace & Defense",4359.53,31.42,-5.39%,2274344,1356.33,1.68,-11.22%,-17.58%,-9.35%,45.72%,61.94%,6.18%,5.79%,-7.40%,-9.52%,38.31%,8.50%,84.01%,70.33%,1.09%
"SPCX","NASD","Space Exploration Technologies Corp","Industrials","Aerospace & Defense",1739452.96,131.11,-3.08%,54519374,140970.02,0.39,-13.83%,-31.89%,,,-12.59%,,4.99%,,,,,66.92%,0.03%,17.23%
"YSS","NYSE","York Space Systems Inc","Industrials","Aerospace & Defense",2434.81,18.53,-3.84%,1082786,2047.01,0.53,-9.96%,-39.25%,-53.30%,,-51.24%,,10.23%,-15.13%,,,,104.38%,40.29%,9.74%
"VGNT","NYSE","Versigent Plc","Consumer Cyclical","Auto Parts",2854.89,40.27,-1.27%,1222214,1583.74,0.77,-1.11%,-14.21%,17.71%,,34.23%,,4.17%,-23.11%,,,-1.11%,54.49%,6.44%,5.74%
"PBLS","NASD","Parabilis Medicines Inc","Healthcare","Biotechnology",3433.44,29.06,-2.84%,520576,1043.91,0.50,-4.28%,16.19%,,,-12.86%,,9.08%,,,,,102.46%,28.18%,3.11%
"MAIR","NYSE","Madison Air Solutions Corp","Industrials","Building Products & Equipment",17133.34,34.18,0.74%,4804985,2903.43,1.65,-4.55%,-12.13%,,,6.81%,,4.65%,24.61%,,,19.53%,443.56%,1.85%,10.46%
"FIGR","NASD","Figure Technology Solutions Inc","Financial","Capital Markets",6807.32,30.87,-0.19%,2721684,3962.39,0.69,-5.86%,6.48%,-13.34%,-45.15%,-24.41%,,7.43%,80.58%,582.72%,72.52%,41.34%,15.83%,38.58%,10.66%
"MIAX","NYSE","Miami International Holdings Inc","Financial","Capital Markets",4151.26,42.89,1.08%,1242748,1863.33,0.67,-0.23%,-2.77%,-3.01%,2.49%,-3.36%,,4.91%,-11.15%,678.45%,13.03%,3.48%,21.24%,56.96%,8.79%
"KLAR","NYSE","Klarna Group plc","Financial","Credit Services",7255.74,19.22,-1.84%,2084735,5555.60,0.38,-3.85%,9.20%,29.34%,-35.98%,-33.52%,,4.24%,126.24%,95.07%,44.37%,,0.81%,23.00%,21.92%
"FPS","NYSE","Forgent Power Solutions Inc","Industrials","Electrical Equipment & Parts",12625.42,39.58,-7.13%,10947945,6960.20,1.57,-14.24%,-34.59%,22.20%,,52.23%,,5.98%,,298.01%,115.99%,,114.40%,36.96%,7.13%
"VSNT","NASD","Versant Media Group Inc","Communication Services","Entertainment",5129.72,36.35,0.89%,1904920,2026.51,0.94,1.51%,-6.65%,-11.34%,6.57%,-19.22%,,3.07%,-25.75%,-20.39%,-1.17%,9.15%,483.06%,82.72%,2.71%
"HTFL","NASD","Heartflow Inc","Healthcare","Health Information Services",2239.67,25.97,-4.70%,880193,1500.06,0.59,-6.31%,-20.87%,-11.15%,-19.02%,-10.91%,,7.30%,69.67%,19.77%,41.34%,,17.53%,67.61%,8.12%
"MBGL","NYSE","Mobility Global Inc","Technology","Information Technology Services",6091.01,20.66,-1.62%,5294549,17953.53,0.29,-7.19%,,,,-17.52%,,5.63%,,,,,5.53%,0.00%,
"ARX","NYSE","Accelerant Holdings","Financial","Insurance Brokers",3046.09,13.96,10.09%,1435221,1685.35,0.85,9.75%,7.38%,1.90%,-9.53%,-14.62%,,6.16%,-21.01%,-179.05%,82.58%,8.98%,4.06%,25.86%,12.32%
"FDXF","NYSE","FedEx Freight Holding Company Inc","Industrials","Integrated Freight & Logistics",22789.08,152.43,7.50%,1508996,2160.27,0.70,-1.18%,-8.81%,,,12.91%,,4.91%,,,,,9.20%,0.41%,2.47%
"MDLN","NASD","Medline Inc","Healthcare","Medical Instruments & Supplies",54005.72,41.11,4.23%,6296666,9656.93,0.65,0.64%,10.13%,-14.23%,-4.06%,-2.12%,,3.75%,5.86%,-62.12%,10.66%,9.23%,8.91%,62.20%,6.72%
"WBI","NYSE","WaterBridge Infrastructure LLC","Energy","Oil & Gas Equipment & Services",4304.92,34.87,0.98%,590284,1199.17,0.49,0.96%,8.06%,31.58%,67.89%,74.26%,,4.67%,212.57%,513.11%,130.46%,,2.57%,115.55%,24.28%
"MICC","NYSE","Magnum Ice Cream Company NV","Consumer Defensive","Packaged Foods",11522.73,18.82,0.75%,905382,1510.62,0.60,2.39%,5.61%,33.85%,22.85%,18.74%,,2.16%,-3.30%,-236.61%,3.31%,5.70%,8.14%,47.75%,2.59%
"JAN","NYSE","Janus Living Inc","Real Estate","REIT - Residential",8609.65,29.88,3.39%,1409822,1261.41,1.12,2.57%,18.62%,14.31%,,27.15%,,2.35%,448.40%,,,122.40%,34.27%,24.91%,8.87%
"EQPT","NASD","Equipmentshare.Com Inc","Industrials","Rental & Leasing Services",4335.63,17.15,-2.78%,3391542,2499.30,1.36,7.19%,-19.26%,-14.29%,,-39.82%,,8.32%,4665.70%,-206.93%,-36.32%,,54.14%,29.15%,19.15%
"SUNB","NYSE","Sunbelt Rentals Holdings Inc","Industrials","Rental & Leasing Services",30158.37,73.60,0.84%,950627,3698.20,0.26,0.82%,-11.98%,8.62%,,0.82%,,3.56%,8.25%,,,12.07%,8.22%,74.54%,2.90%
