"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"AADX","NYSE","Applied Aerospace & Defense Inc","Industrials","Aerospace & Defense",2182.50,12.66,-1.78%,1271871,1470.73,0.86,3.60%,-15.37%,-31.01%,,-38.99%,,5.29%,,-3159.49%,47.42%,,31.05%,23.15%,6.95%,-0.88%,-21.65%,-28.07%,-2.31%
"BETA","NYSE","BETA Technologies Inc","Industrials","Aerospace & Defense",5446.15,23.28,5.48%,3979061,2334.68,1.70,12.68%,-5.90%,46.69%,51.27%,-17.48%,,7.85%,82.48%,-62.49%,52.70%,46.22%,4.12%,28.10%,7.72%,10.59%,9.51%,14.84%,4.84%
"DPC","NYSE","DPC Holdings PLC","Industrials","Aerospace & Defense",6072.82,40.65,-1.29%,590416,1563.63,0.38,1.47%,-10.56%,,,-7.61%,,4.50%,,,,,132.86%,62.62%,3.29%,-3.06%,-11.34%,-12.20%,-1.86%
"HONA","NASD","Honeywell Aerospace Inc","Industrials","Aerospace & Defense",53032.53,167.32,-1.01%,3836950,4007.73,0.96,5.57%,1.57%,-31.71%,,-43.76%,,3.90%,,,,,233.52%,75.33%,1.50%,4.54%,-5.63%,-13.40%,-0.98%
"VGNT","NYSE","Versigent Plc","Consumer Cyclical","Auto Parts",3335.64,47.09,0.04%,630792,1154.92,0.55,4.20%,-4.35%,10.28%,,56.97%,,3.72%,-18.85%,24.35%,20.75%,-0.48%,66.24%,99.09%,4.87%,0.08%,4.66%,12.67%,-1.26%
"GENB","NASD","Generate Biomedicines Inc","Healthcare","Biotechnology",2241.04,17.46,0.46%,1305785,1059.66,1.23,7.84%,8.31%,13.16%,39.46%,16.40%,,5.77%,49.87%,,,26.80%,6.79%,25.09%,13.50%,6.73%,14.21%,23.78%,-1.24%
"MAIR","NYSE","Madison Air Solutions Corp","Industrials","Building Products & Equipment",12568.15,25.05,3.81%,2712829,2690.92,1.01,4.81%,-3.62%,-34.18%,,-21.72%,,5.09%,29.58%,,,20.27%,130.44%,24.39%,5.60%,-1.51%,-13.86%,-26.92%,1.01%
"PURR","NASD","Hyperliquid Strategies Inc","Financial","Capital Markets",3318.98,13.95,2.95%,20669917,17199.90,1.20,24.55%,31.85%,71.38%,163.71%,291.85%,,9.27%,-85.25%,43889.58%,,,66.03%,47.10%,13.71%,14.70%,52.14%,111.04%,2.27%
"FPS","NYSE","Forgent Power Solutions Inc","Industrials","Electrical Equipment & Parts",11726.60,38.52,2.04%,9061458,9009.14,1.01,22.83%,16.09%,-35.04%,11.23%,48.15%,,7.99%,97.79%,674.78%,147.91%,61.73%,13.27%,56.21%,4.96%,18.43%,9.41%,-2.20%,2.97%
"VSNT","NASD","Versant Media Group Inc","Communication Services","Entertainment",4650.93,33.51,-3.43%,1503655,1828.43,0.82,-10.62%,-13.52%,-11.54%,-8.44%,-25.53%,,3.64%,-28.09%,-28.54%,-3.75%,9.80%,3.76%,88.16%,4.28%,-12.35%,-10.85%,-11.11%,-3.68%
"ALH","NYSE","Alliance Laundry Holdings Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances",4291.85,21.59,-0.32%,818786,1111.46,0.74,2.32%,-8.01%,-17.85%,8.99%,6.09%,,2.59%,32.03%,286.93%,22.38%,17.61%,0.01%,29.25%,4.97%,-2.81%,-11.05%,-8.27%,-2.09%
"CSQR","NYSE","Csquare Inc","Technology","Information Technology Services",3144.38,18.87,3.40%,1063866,1720.89,0.62,5.18%,-7.18%,,,-9.71%,,5.21%,,,,,7.75%,,2.28%,2.38%,-5.84%,-5.84%,2.44%
"FDXF","NYSE","FedEx Freight Holding Company Inc","Industrials","Integrated Freight & Logistics",17792.66,119.00,1.19%,1725377,1484.57,1.16,-6.25%,-13.34%,-28.52%,,-11.85%,,4.25%,,,,,157.98%,62.21%,3.33%,-6.10%,-13.50%,-18.74%,0.13%
"MDLN","NASD","Medline Inc","Healthcare","Medical Instruments & Supplies",45265.38,34.43,7.73%,10320203,7452.91,1.38,7.23%,0.50%,-2.46%,-18.95%,-18.02%,,4.24%,4.29%,-83.26%,11.60%,7.87%,10.54%,74.08%,7.74%,1.08%,-4.34%,-15.11%,5.78%
"MMED","NASD","MiniMed Group Inc","Healthcare","Medical Instruments & Supplies",5964.62,21.20,0.38%,2803913,1598.05,1.75,-3.68%,3.67%,54.29%,23.98%,11.29%,,4.31%,152.14%,100.00%,16.44%,,1.74%,13.26%,29.67%,-2.56%,7.51%,31.61%,-2.19%
"JAN","NYSE","Janus Living Inc","Real Estate","REIT - Residential",9165.91,29.77,-1.13%,1443599,1704.01,0.85,-5.76%,-3.06%,10.10%,25.35%,26.68%,,3.14%,235.18%,,,50.58%,14.50%,35.66%,8.17%,-3.20%,-2.46%,7.16%,-1.55%
"EQPT","NASD","Equipmentshare.Com Inc","Industrials","Rental & Leasing Services",4715.73,18.58,2.26%,3682188,3071.81,1.20,5.09%,0.38%,-22.19%,-8.65%,-34.81%,,5.02%,4435.39%,29.24%,26.33%,,6.60%,33.01%,13.15%,2.48%,-0.58%,-17.26%,2.26%
"SUNB","NYSE","Sunbelt Rentals Holdings Inc","Industrials","Rental & Leasing Services",31006.91,75.67,3.87%,3688824,4700.31,0.78,5.26%,-1.57%,0.34%,12.72%,3.66%,,3.30%,12.69%,34.25%,23.17%,13.59%,3.53%,81.44%,5.03%,5.10%,0.99%,2.14%,3.28%
"JMKE","NYSE","Jersey Mike's Subs Inc","Consumer Cyclical","Restaurants",5850.90,18.42,-3.96%,4617753,4141.82,1.11,-11.23%,-22.80%,,,-12.29%,,5.97%,,,,,1.20%,0.06%,3.95%,-12.08%,-15.56%,-15.56%,-4.61%
"Q","NYSE","Qnity Electronics Inc","Technology","Semiconductor Equipment & Materials",26121.77,124.86,2.50%,1954413,1908.85,1.02,8.96%,-3.12%,-22.54%,8.65%,52.92%,,3.74%,35.90%,-34.29%,22.14%,22.26%,1.75%,79.56%,2.18%,3.19%,-3.60%,0.72%,3.19%
"CBRS","NASD","Cerebras Systems Inc","Technology","Semiconductors",47547.67,212.41,1.88%,6053022,7120.04,0.85,15.42%,8.30%,-6.31%,,-39.31%,,4.60%,,-237.28%,74.32%,,72.61%,30.75%,13.71%,11.15%,5.31%,-0.49%,4.32%
"BSP","NASD","Bending Spoons S.p.A","Technology","Software - Application",22975.88,36.17,-6.80%,4632162,2514.64,1.84,-8.20%,-12.53%,,,16.68%,,5.35%,,,,,18.32%,11.51%,6.28%,-10.15%,-7.49%,-6.25%,-7.45%
"NAVN","NASD","Navan Inc","Technology","Software - Application",5464.22,20.97,-2.62%,4613029,3943.69,1.17,-6.49%,-28.10%,-1.48%,135.83%,22.75%,,4.83%,,26.99%,35.38%,,12.40%,34.50%,7.91%,-16.57%,-20.60%,14.30%,-2.62%
"OCTV","NASD","Octave Intelligence Plc","Technology","Software - Application",5199.64,19.37,0.83%,2229189,1997.70,1.12,4.48%,6.78%,17.68%,,-30.82%,,4.31%,0.58%,,,3.37%,31.11%,9.45%,1.62%,2.73%,5.83%,6.28%,-0.56%
"QNT","NASD","Quantinuum Inc","Technology","Software - Application",13531.40,51.39,0.47%,1109233,2017.29,0.55,5.63%,-9.20%,-33.66%,,-24.43%,,6.31%,,,,,14.64%,93.16%,8.53%,1.70%,-5.97%,-12.97%,0.57%
"MBGL","NYSE","Mobility Global Inc","Technology","Software - Infrastructure",5628.14,19.09,-0.57%,2606233,7193.90,0.36,-6.15%,-3.83%,,,-23.79%,,2.73%,,,,,39.18%,2.81%,2.03%,-4.99%,-5.76%,-6.48%,-1.90%
"SOLS","NASD","Solstice Advanced Materials Inc","Basic Materials","Specialty Chemicals",9357.00,58.89,2.08%,1606394,3399.65,0.47,3.03%,4.86%,-30.45%,-17.00%,21.22%,,2.97%,93.89%,22.15%,11.13%,36.54%,2.90%,84.79%,6.33%,-1.85%,-1.82%,-14.41%,2.08%
"STDN","NYSE","Standard Nuclear Inc","Basic Materials","Specialty Chemicals",2038.28,13.02,-3.56%,292687,1058.10,0.28,5.43%,3.01%,,,-3.56%,,7.59%,,,,,55.13%,,4.49%,-4.15%,12.91%,12.91%,-2.98%
