"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",1069.49,11.62,5.25%,1646172,3089.89,0.53,10.35%,-10.89%,210.70%,276.05%,296.59%,411.89%,5.22%,,124.41%,114.45%,,-0.79%,51.85%,9.62%,2.72%,11.08%,128.98%
"HUT","NASD","Hut 8 Corp","Financial","Capital Markets",12190.57,108.27,22.78%,5484556,4674.71,1.17,-7.99%,-6.22%,52.49%,67.60%,135.68%,446.27%,11.41%,-46.57%,-52.18%,225.54%,,2.58%,77.50%,11.59%,5.85%,-2.61%,55.24%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",62422.95,47.14,6.08%,20255014,26052.17,0.78,-1.05%,4.50%,66.57%,117.13%,96.25%,125.66%,5.40%,76.05%,153.39%,40.64%,31.41%,-0.96%,92.68%,4.94%,1.88%,3.26%,60.68%
"CRSR","NASD","Corsair Gaming Inc","Technology","Computer Hardware",1136.15,10.63,3.45%,1179102,2619.56,0.45,5.46%,9.93%,55.87%,106.41%,78.96%,17.33%,6.86%,16.09%,215.05%,-4.12%,10.23%,2.95%,38.41%,23.77%,9.21%,13.78%,51.66%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",262430.64,404.81,9.51%,6016979,8821.49,0.68,-7.86%,-6.18%,96.83%,245.05%,221.58%,203.14%,7.80%,79.42%,281.26%,87.49%,35.99%,-1.83%,39.70%,4.35%,-2.73%,2.33%,89.97%
"QMCO","NASD","Quantum Corp","Technology","Computer Hardware",442.57,11.24,7.56%,1471041,1113.05,1.32,-2.68%,2.18%,65.05%,65.54%,74.26%,42.82%,12.43%,97.21%,51.26%,30.66%,,-1.31%,4.12%,9.30%,5.64%,-2.21%,35.00%
"ADPT","NASD","Adaptive Biotechnologies Corp","Healthcare","Diagnostics & Research",3869.87,24.18,7.18%,5283169,2790.36,1.89,8.38%,12.73%,78.71%,30.70%,48.89%,131.61%,5.06%,-35.58%,-47.80%,21.53%,,-0.22%,94.42%,7.34%,9.99%,27.15%,46.11%
"BLLN","NASD","Billiontoone Inc","Healthcare","Diagnostics & Research",6420.51,139.59,5.34%,515516,750.79,0.69,8.26%,16.34%,89.38%,62.22%,70.56%,,6.05%,599.64%,479.93%,83.82%,140.66%,5.04%,17.96%,10.76%,9.51%,25.60%,47.88%
"NEO","NASD","Neogenomics Inc","Healthcare","Diagnostics & Research",2040.19,15.88,3.99%,5264664,2664.62,1.98,11.52%,8.84%,77.23%,28.27%,35.03%,211.37%,6.57%,52.27%,104.85%,11.21%,56.84%,5.33%,106.70%,10.77%,10.01%,27.35%,46.89%
"PSNL","NASD","Personalis Inc","Healthcare","Diagnostics & Research",1310.90,12.28,4.69%,2742704,3930.45,0.70,0.49%,-8.36%,143.65%,22.92%,54.27%,119.68%,5.91%,-13.00%,-60.02%,-24.91%,9.40%,0.35%,61.19%,15.43%,-9.94%,4.49%,36.09%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Diagnostics & Research",5687.24,91.33,6.86%,1656615,1738.78,0.95,-1.20%,-11.23%,61.08%,117.40%,187.93%,162.97%,7.72%,-61.35%,-8.21%,19.31%,15.12%,3.60%,121.00%,23.65%,-0.54%,10.48%,74.71%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",7718.96,86.80,-0.02%,1452690,1973.98,0.74,-2.50%,8.87%,127.52%,107.11%,151.67%,354.21%,6.10%,514.50%,216.05%,4158.49%,,3.88%,67.34%,16.66%,6.90%,19.28%,94.47%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1888.52,23.62,30.64%,12437199,12554.43,0.99,1.37%,-34.41%,73.17%,145.28%,223.12%,403.62%,11.57%,64.72%,18.77%,-4.86%,57.16%,4.74%,31.98%,20.01%,7.81%,7.16%,97.41%
"MEI","NYSE","Methode Electronics Inc","Technology","Electronic Components",486.32,13.71,6.11%,555728,974.99,0.57,-14.47%,-27.73%,78.98%,72.45%,106.48%,108.36%,10.38%,53.47%,101.43%,15.95%,,0.74%,89.73%,6.85%,-11.19%,-1.99%,51.69%
"TXG","NASD","10x Genomics Inc","Healthcare","Health Information Services",6275.44,49.43,6.71%,2257853,3154.93,0.72,2.85%,28.93%,144.70%,134.49%,203.07%,255.36%,5.90%,-130.22%,62.53%,-2.61%,-5.68%,1.48%,98.54%,14.37%,12.06%,36.98%,113.27%
"OSCR","NYSE","Oscar Health Inc","Healthcare","Healthcare Plans",9415.63,31.23,2.16%,3914238,7059.13,0.55,7.99%,9.50%,74.18%,110.02%,117.33%,123.07%,6.40%,165.29%,124.38%,52.55%,,1.45%,55.41%,8.02%,2.89%,12.27%,65.48%
"XMTR","NASD","Xometry Inc","Industrials","Industrial Distribution",4690.93,84.91,4.87%,509413,957.63,0.53,-1.85%,-12.03%,87.48%,30.89%,42.78%,172.32%,7.23%,86.60%,66.12%,35.88%,73.78%,0.75%,91.92%,6.31%,-8.55%,-6.45%,32.47%
"INOD","NASD","Innodata Inc","Technology","Information Technology Services",1961.61,60.07,8.43%,1280352,1955.31,0.65,0.10%,-20.52%,50.36%,7.58%,17.90%,23.88%,6.93%,17.34%,87.97%,54.42%,,2.71%,52.85%,14.74%,-5.81%,-27.57%,-3.27%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2635.42,51.43,17.69%,2853247,4019.31,0.71,-11.95%,-32.34%,80.39%,160.80%,162.93%,114.38%,9.71%,37.62%,,47.64%,28.14%,8.63%,121.74%,19.79%,-18.55%,-17.49%,58.74%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",1013.62,26.25,27.55%,2201846,2471.21,0.89,-3.17%,-32.43%,72.36%,18.46%,66.14%,,14.99%,-5.74%,-933.33%,46.00%,,-3.00%,21.34%,61.12%,-10.84%,-14.40%,16.83%
"EVER","NASD","EverQuote Inc","Communication Services","Internet Content & Information",886.11,25.05,-6.63%,858230,892.64,0.96,2.24%,5.30%,58.95%,9.92%,-7.22%,3.13%,3.43%,-20.10%,138.33%,14.54%,0.32%,6.07%,84.79%,20.08%,-2.54%,11.89%,19.19%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",1059.37,27.89,2.46%,1200667,1834.28,0.65,9.72%,15.92%,95.86%,80.05%,58.38%,-12.07%,7.87%,93.59%,-284.42%,0.01%,,-4.75%,68.00%,66.68%,4.73%,26.87%,62.88%
"AMN","NYSE","AMN Healthcare Services Inc","Healthcare","Medical Care Facilities",1346.27,34.71,0.03%,568343,1079.26,0.53,4.96%,7.23%,64.04%,69.40%,120.24%,86.51%,4.00%,95.02%,5676.14%,99.90%,-1.99%,8.92%,111.80%,9.41%,3.08%,9.92%,55.92%
"IART","NASD","Integra Lifesciences Holdings Corp","Healthcare","Medical Devices",1331.88,17.12,3.82%,1707598,1075.24,1.59,-7.76%,-4.68%,69.84%,57.35%,37.84%,38.40%,7.91%,10.17%,100.91%,0.76%,8.52%,0.24%,96.71%,9.32%,-7.71%,-2.45%,28.63%
"MMED","NASD","MiniMed Group Inc","Healthcare","Medical Instruments & Supplies",5095.90,18.15,-1.39%,821411,1027.16,0.80,11.11%,21.37%,50.96%,,-4.75%,,4.56%,151.51%,,,,32.65%,11.59%,24.44%,11.34%,23.61%,25.93%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",8648.35,73.10,15.39%,6590605,2929.91,2.25,18.00%,60.59%,69.49%,122.19%,169.54%,196.79%,6.59%,392.84%,146.86%,11.86%,,2.44%,85.12%,12.57%,23.51%,50.67%,84.86%
"COMP","NYSE","Compass Inc","Real Estate","Real Estate Services",8678.38,11.46,-1.29%,6892962,14242.44,0.48,6.31%,-7.06%,50.39%,-12.18%,8.42%,58.51%,5.81%,266.64%,128.96%,99.38%,,27.43%,84.54%,7.02%,-2.67%,12.32%,18.78%
