"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",1019.80,11.08,3.75%,1004132,3035.56,0.33,0.45%,-2.72%,195.47%,249.53%,278.16%,363.60%,5.12%,,124.41%,114.45%,,-0.79%,51.45%,9.62%,-4.71%,7.75%,124.30%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",63813.36,48.19,1.05%,13742884,25828.72,0.53,8.15%,3.15%,71.13%,128.93%,100.62%,132.47%,4.11%,76.05%,153.39%,40.64%,31.41%,-0.96%,92.80%,4.94%,4.57%,7.29%,65.97%
"CRSR","NASD","Corsair Gaming Inc","Technology","Computer Hardware",1125.47,10.53,6.90%,1808044,2570.22,0.70,11.43%,19.66%,60.03%,98.68%,77.27%,12.98%,5.82%,16.09%,215.05%,-4.12%,10.23%,2.95%,38.42%,23.77%,10.03%,15.34%,51.11%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",276757.67,426.91,-2.42%,4924095,8710.79,0.57,11.79%,4.26%,97.56%,269.84%,239.14%,225.34%,5.53%,79.42%,281.26%,87.49%,35.99%,-1.83%,39.74%,4.35%,1.30%,10.37%,103.66%
"QMCO","NASD","Quantum Corp","Technology","Computer Hardware",431.94,10.97,-1.17%,1063539,1065.32,1.00,-0.18%,-15.16%,53.00%,56.27%,70.08%,23.54%,6.98%,87.73%,51.26%,30.66%,,-1.31%,4.12%,9.30%,2.71%,-3.24%,31.49%
"ADPT","NASD","Adaptive Biotechnologies Corp","Healthcare","Diagnostics & Research",3607.40,22.54,1.21%,2437431,2730.81,0.89,3.11%,11.31%,59.41%,21.51%,38.79%,109.67%,5.57%,-16.83%,35.63%,35.14%,41.57%,-0.22%,94.42%,7.35%,3.48%,22.46%,37.15%
"PSNL","NASD","Personalis Inc","Healthcare","Diagnostics & Research",1278.88,11.98,1.70%,4618052,3868.93,1.19,-10.19%,-4.85%,96.39%,17.80%,50.50%,84.59%,8.16%,-13.00%,-60.02%,-24.91%,9.40%,0.35%,61.19%,15.43%,-13.74%,4.81%,33.54%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",7507.31,84.42,-2.09%,1445359,1946.94,0.74,9.52%,9.75%,126.27%,107.98%,144.77%,330.71%,7.45%,514.50%,216.05%,4158.49%,,3.88%,67.43%,16.73%,5.67%,18.86%,93.23%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1718.22,21.49,1.08%,5670832,12553.75,0.45,8.32%,9.36%,92.22%,112.14%,193.98%,282.38%,11.47%,64.40%,18.77%,-4.86%,57.30%,4.74%,31.93%,20.01%,-9.42%,-2.44%,82.04%
"HNGE","NYSE","Hinge Health Inc","Healthcare","Health Information Services",5812.02,75.11,1.08%,948851,1975.41,0.48,-14.36%,-0.04%,69.59%,76.48%,61.70%,64.10%,5.52%,-0.83%,-73.45%,47.23%,19.58%,0.87%,52.84%,19.13%,-11.32%,5.67%,46.45%
"TXG","NASD","10x Genomics Inc","Healthcare","Health Information Services",5829.83,45.92,-0.76%,2107278,3163.46,0.67,6.25%,28.52%,107.97%,105.18%,181.55%,225.44%,7.01%,-130.22%,62.53%,-2.61%,-5.68%,1.48%,98.51%,14.37%,7.55%,33.05%,102.84%
"OSCR","NYSE","Oscar Health Inc","Healthcare","Healthcare Plans",8544.31,28.34,0.53%,3493212,7107.50,0.49,-4.26%,-1.15%,68.59%,80.74%,97.22%,96.12%,4.33%,164.58%,124.38%,52.55%,,1.45%,55.39%,8.02%,-6.12%,3.47%,51.45%
"XMTR","NASD","Xometry Inc","Industrials","Industrial Distribution",4746.72,85.92,-0.45%,688315,949.63,0.72,-14.18%,-7.14%,80.09%,39.59%,44.48%,163.40%,7.00%,86.60%,66.12%,35.88%,73.78%,0.75%,92.23%,6.31%,-9.30%,-5.65%,35.06%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2689.73,52.49,-2.53%,2389875,3947.06,0.61,-1.39%,-21.39%,71.03%,162.45%,168.35%,108.62%,9.49%,37.62%,,47.64%,28.14%,8.63%,122.12%,19.80%,-21.21%,-15.76%,63.97%
"PRCH","NASD","Porch Group Inc","Financial","Insurance - Property & Casualty",1390.51,12.71,7.35%,1792645,2024.51,0.89,-1.47%,-1.70%,61.09%,56.33%,39.21%,-5.29%,5.93%,-42.86%,-159.92%,15.64%,,-1.70%,73.32%,18.08%,-8.57%,6.07%,24.96%
"EVER","NASD","EverQuote Inc","Communication Services","Internet Content & Information",928.55,26.25,4.83%,527088,897.15,0.59,-4.68%,20.97%,65.30%,11.04%,-2.78%,2.10%,6.37%,-20.10%,138.33%,14.54%,0.32%,6.07%,85.11%,20.08%,3.57%,20.04%,25.32%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",1045.70,27.53,6.66%,1714660,1833.11,0.94,-1.50%,20.32%,87.66%,69.94%,56.33%,-16.45%,8.38%,93.59%,-284.42%,0.01%,,-4.75%,68.12%,66.68%,5.33%,28.95%,61.70%
"AMN","NYSE","AMN Healthcare Services Inc","Healthcare","Medical Care Facilities",1297.39,33.45,1.70%,505786,1084.38,0.47,-0.92%,3.46%,64.37%,63.25%,112.25%,68.94%,4.37%,95.02%,5676.14%,99.90%,-1.99%,8.92%,111.95%,9.41%,0.25%,7.03%,51.89%
