"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",969.17,10.53,0.77%,1658690,2998.46,0.55,0.19%,-2.86%,194.13%,224.00%,259.39%,331.56%,6.25%,,124.41%,114.45%,,-0.75%,51.45%,10.57%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",63085.06,47.64,-1.02%,11972245,25819.33,0.46,5.56%,-2.62%,67.10%,126.64%,98.33%,129.48%,5.28%,75.95%,153.39%,40.64%,31.22%,-1.01%,93.83%,5.14%
"CRSR","NASD","Corsair Gaming Inc","Technology","Computer Hardware",1077.37,10.08,-4.91%,1553110,2554.03,0.61,7.69%,15.86%,55.80%,83.94%,69.70%,4.35%,6.64%,16.09%,215.05%,-4.12%,10.23%,2.95%,38.43%,24.29%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",284815.79,439.34,-0.56%,5097290,8699.82,0.59,12.25%,2.70%,104.68%,287.90%,249.01%,245.34%,6.97%,79.10%,281.26%,87.49%,35.85%,-2.04%,40.28%,4.31%
"QMCO","NASD","Quantum Corp","Technology","Computer Hardware",454.78,11.55,-0.94%,611032,1063.87,0.57,20.31%,-16.36%,60.86%,60.64%,79.07%,26.23%,9.88%,87.73%,51.26%,30.66%,,-1.31%,4.14%,8.72%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",238473.39,1610.33,0.69%,12636927,13161.66,0.96,14.12%,-17.99%,64.48%,221.24%,578.38%,3644.95%,9.04%,2136.60%,272.72%,251.03%,,-4.61%,79.73%,4.93%
"STX","NASD","Seagate Technology Holdings Plc","Technology","Computer Hardware",204801.79,913.36,0.58%,4543098,4597.23,0.99,22.52%,-12.06%,57.51%,165.34%,231.66%,497.91%,8.42%,84.04%,107.51%,44.07%,77.85%,-1.49%,86.03%,2.94%
"ADPT","NASD","Adaptive Biotechnologies Corp","Healthcare","Diagnostics & Research",3570.59,22.31,1.64%,2763927,2671.11,1.03,0.95%,29.48%,57.11%,26.98%,37.38%,105.24%,6.96%,-16.83%,35.63%,35.14%,41.57%,-0.35%,95.05%,7.32%
"CDNA","NASD","Caredx Inc","Healthcare","Diagnostics & Research",1942.92,37.61,-0.45%,749954,906.73,0.83,-6.77%,49.72%,82.31%,80.56%,99.63%,186.66%,7.02%,61.04%,128.24%,38.99%,38.15%,-0.53%,95.73%,17.85%
"GH","NASD","Guardant Health Inc","Healthcare","Diagnostics & Research",19916.51,150.20,-0.36%,1113041,2645.24,0.42,-3.10%,14.81%,67.71%,29.76%,47.05%,230.47%,5.33%,13.31%,-11.14%,48.26%,,3.79%,104.26%,9.54%
"NEO","NASD","Neogenomics Inc","Healthcare","Diagnostics & Research",1854.22,14.24,1.64%,1901124,2714.42,0.70,-4.04%,24.15%,74.08%,12.21%,21.09%,115.43%,4.54%,50.00%,34.94%,11.09%,61.23%,5.34%,106.77%,9.09%
"PSNL","NASD","Personalis Inc","Healthcare","Diagnostics & Research",1279.69,12.22,-2.00%,3732937,3837.93,0.97,-21.57%,21.47%,93.66%,26.63%,53.52%,80.77%,9.12%,-13.00%,-60.02%,-24.91%,9.40%,0.37%,62.33%,16.02%
"VCYT","NASD","Veracyte Inc","Healthcare","Diagnostics & Research",4618.40,57.88,-0.22%,615693,1237.48,0.50,-2.26%,7.60%,71.70%,33.67%,37.48%,139.07%,5.22%,1.63%,301.14%,21.49%,4.13%,1.26%,109.08%,8.65%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",7917.27,89.03,2.29%,1586384,1916.97,0.83,18.28%,20.25%,140.23%,122.66%,158.13%,401.58%,8.59%,514.50%,216.05%,4158.49%,,3.87%,67.43%,17.87%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1862.36,23.30,3.69%,11681292,12495.15,0.93,34.99%,6.78%,97.46%,149.20%,218.74%,295.59%,13.04%,64.40%,18.77%,-4.86%,57.30%,3.83%,31.82%,13.62%
"MEI","NYSE","Methode Electronics Inc","Technology","Electronic Components",568.61,16.03,-2.43%,518994,978.22,0.53,4.50%,19.63%,107.11%,112.32%,141.42%,134.36%,6.50%,53.47%,101.43%,15.95%,,0.69%,89.69%,5.62%
"WNC","NYSE","Wabash National Corp","Industrials","Farm & Heavy Construction Machinery",540.96,13.30,-4.39%,1132837,1088.36,1.04,6.06%,5.56%,52.70%,30.65%,53.76%,22.47%,5.14%,17.91%,-120.69%,-20.39%,,3.61%,96.76%,9.18%
