"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",998.62,10.85,-1.63%,1740413,2951.51,0.59,-6.06%,10.04%,204.78%,231.80%,270.31%,369.70%,5.98%,,124.41%,114.45%,,-0.75%,51.46%,10.57%
"COCO","NASD","Vita Coco Company Inc","Consumer Defensive","Beverages - Non-Alcoholic",4334.28,75.89,2.73%,837496,1265.44,0.66,2.51%,-9.68%,59.87%,41.74%,43.16%,94.44%,4.18%,46.29%,60.07%,37.31%,23.66%,2.63%,88.40%,9.73%
"EXTR","NASD","Extreme Networks Inc","Technology","Communication Equipment",3980.88,30.44,0.53%,1677514,2593.36,0.65,-7.81%,-3.00%,66.43%,90.73%,82.82%,72.66%,5.79%,22.99%,208.56%,11.38%,20.64%,-1.14%,98.31%,6.24%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",61866.79,46.72,4.85%,13133846,25940.43,0.51,-5.73%,-1.46%,68.00%,117.91%,94.50%,126.14%,6.26%,75.95%,153.39%,40.64%,31.22%,-1.01%,93.78%,5.14%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",262002.78,404.15,5.83%,4962519,8733.17,0.57,-11.67%,-1.31%,97.88%,235.31%,221.06%,213.39%,9.02%,79.10%,281.26%,87.49%,35.85%,-2.04%,40.23%,4.31%
"QMCO","NASD","Quantum Corp","Technology","Computer Hardware",451.24,11.46,4.28%,687451,1049.90,0.65,13.92%,-26.54%,59.17%,45.25%,77.67%,27.05%,11.84%,87.73%,51.26%,30.66%,,-1.31%,4.14%,8.72%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",235373.87,1589.40,14.27%,13928132,13176.35,1.06,-9.58%,-27.25%,74.08%,284.27%,569.56%,3719.75%,10.71%,2129.34%,272.72%,251.03%,,-4.61%,79.75%,4.93%
"STX","NASD","Seagate Technology Holdings Plc","Technology","Computer Hardware",199974.14,891.83,11.14%,6048788,4524.17,1.34,1.54%,-16.67%,65.23%,173.37%,223.84%,496.02%,9.07%,84.04%,107.51%,44.07%,77.85%,-1.49%,86.02%,2.94%
"ADPT","NASD","Adaptive Biotechnologies Corp","Healthcare","Diagnostics & Research",3613.80,22.58,3.29%,3504968,2618.06,1.34,5.37%,28.81%,54.87%,28.88%,39.04%,119.01%,6.17%,-16.83%,35.63%,35.14%,41.57%,-0.35%,95.26%,7.32%
"CDNA","NASD","Caredx Inc","Healthcare","Diagnostics & Research",1990.95,38.54,0.44%,1135301,887.37,1.28,33.22%,47.21%,81.02%,92.60%,104.56%,202.27%,6.48%,61.04%,128.24%,38.99%,38.15%,-0.53%,95.73%,17.85%
"GH","NASD","Guardant Health Inc","Healthcare","Diagnostics & Research",20193.64,152.29,2.85%,1497529,2673.71,0.56,-4.88%,15.56%,67.22%,35.80%,49.10%,233.68%,4.77%,13.31%,-11.14%,48.26%,,3.79%,104.28%,9.54%
"NEO","NASD","Neogenomics Inc","Healthcare","Diagnostics & Research",1881.56,14.45,1.47%,1577817,2725.28,0.58,1.55%,29.83%,75.58%,12.98%,22.87%,132.69%,4.13%,50.00%,34.94%,11.09%,61.23%,5.34%,106.79%,9.09%
"PSNL","NASD","Personalis Inc","Healthcare","Diagnostics & Research",1407.45,13.44,0.75%,6810040,3727.04,1.83,-10.58%,27.51%,111.99%,35.89%,68.84%,116.77%,8.65%,-13.00%,-60.02%,-24.91%,9.40%,0.37%,62.33%,16.02%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Diagnostics & Research",5969.33,95.86,9.62%,914223,1751.97,0.52,3.60%,9.48%,54.91%,131.49%,202.21%,175.70%,7.02%,-61.35%,-8.21%,19.31%,12.75%,3.65%,121.02%,23.37%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",7193.40,80.89,4.94%,1160361,1875.16,0.62,5.75%,13.82%,114.79%,113.26%,134.53%,435.70%,7.33%,514.50%,216.05%,4158.49%,,3.87%,67.39%,17.87%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1729.67,21.64,9.07%,9689990,12785.20,0.76,1.36%,-9.98%,150.17%,169.15%,196.03%,303.73%,14.21%,64.40%,18.77%,-4.86%,57.30%,3.83%,31.79%,13.62%
"FLEX","NASD","Flex Ltd","Technology","Electronic Components",46674.36,127.39,6.24%,3177759,7051.69,0.45,-3.67%,-13.70%,51.15%,96.50%,110.84%,139.05%,5.85%,34.41%,17.12%,16.86%,42.19%,-3.12%,98.71%,2.04%
"MEI","NYSE","Methode Electronics Inc","Technology","Electronic Components",586.34,16.53,9.33%,484231,980.04,0.49,-5.11%,17.90%,130.54%,120.11%,148.95%,146.72%,9.69%,53.47%,101.43%,15.95%,,0.69%,89.69%,5.63%
