"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"DBRG","NYSE","DigitalBridge Group Inc","Financial","Asset Management",3040.68,15.98,0.38%,29979782,3744.56,8.01,0.76%,0.31%,1.40%,3.90%,4.17%,29.71%,0.30%,,1100.21%,99.04%,,0.80%,97.20%,6.80%,0.35%,0.54%,3.28%,-0.06%
"BNS","NYSE","Bank Of Nova Scotia","Financial","Banks - Diversified",115931.77,94.06,-1.35%,1549850,2416.06,0.64,0.84%,7.41%,8.88%,35.81%,27.64%,45.97%,1.50%,21.70%,21.18%,1.07%,14.29%,-0.92%,46.56%,0.99%,0.85%,4.11%,17.96%,-1.45%
"HALO","NASD","Halozyme Therapeutics Inc","Healthcare","Biotechnology",13067.02,115.13,3.30%,4134713,2063.12,2.00,8.36%,6.43%,65.37%,83.15%,71.07%,47.07%,2.96%,102.75%,42.59%,47.67%,41.35%,0.67%,109.84%,13.26%,5.88%,18.11%,50.76%,3.26%
"MRNA","NASD","Moderna Inc","Healthcare","Biotechnology",72884.50,182.56,5.56%,23783739,16278.98,1.46,26.98%,25.79%,199.28%,256.01%,519.06%,587.35%,7.17%,-14.52%,7.60%,2.11%,27.03%,2.14%,79.86%,10.71%,22.14%,77.98%,195.49%,8.34%
"OMER","NASD","Omeros Corp","Healthcare","Biotechnology",1523.77,21.05,13.85%,3954127,1934.75,2.04,22.60%,9.24%,100.86%,97.47%,22.56%,389.53%,5.32%,1913.33%,134.01%,,,8.42%,51.20%,18.41%,12.86%,36.67%,66.46%,7.51%
"PGEN","NASD","Precigen Inc","Healthcare","Biotechnology",2824.90,7.89,2.47%,5322596,5069.59,1.05,12.71%,9.58%,47.20%,143.52%,88.76%,104.94%,4.92%,110.37%,153.95%,6322.66%,,2.62%,39.72%,25.70%,9.88%,19.94%,63.36%,3.27%
"TECH","NASD","Bio-Techne Corp","Healthcare","Biotechnology",11377.17,72.55,0.11%,3422854,4742.93,0.72,0.29%,0.32%,28.95%,39.52%,23.36%,36.78%,0.22%,6.09%,404.46%,1.33%,11.56%,-2.53%,113.82%,3.78%,0.30%,0.56%,17.86%,0.04%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Biotechnology",10836.02,164.60,-0.74%,2314130,1732.17,1.34,19.19%,13.06%,93.65%,269.89%,418.92%,491.87%,7.21%,-65.92%,-268.48%,23.24%,12.05%,2.96%,114.88%,18.93%,16.41%,35.70%,131.73%,-0.74%
"AAPL","NASD","Apple Inc","Technology","Consumer Electronics",4958372.55,339.75,0.23%,40599998,53156.32,0.76,2.54%,9.83%,15.44%,35.09%,24.97%,32.67%,1.75%,18.42%,29.13%,16.36%,12.75%,0.23%,68.92%,0.96%,4.35%,5.82%,18.43%,-0.11%
"A","NYSE","Agilent Technologies Inc","Healthcare","Diagnostics & Research",47155.42,167.26,3.29%,3782240,2210.35,1.71,11.31%,5.19%,32.04%,49.31%,22.92%,32.40%,2.62%,10.95%,8.50%,8.06%,10.16%,1.16%,95.51%,2.02%,9.62%,14.06%,27.00%,2.56%
"CDNA","NASD","Caredx Inc","Healthcare","Diagnostics & Research",2922.47,56.49,3.98%,1815869,1122.41,1.62,7.31%,16.21%,124.88%,221.70%,199.84%,276.85%,3.24%,107.55%,1412.42%,52.23%,46.93%,0.48%,100.15%,12.38%,9.54%,22.94%,109.18%,3.77%
"NTRA","NASD","Natera Inc","Healthcare","Diagnostics & Research",56345.96,390.90,5.47%,1520007,1432.29,1.06,11.44%,17.73%,66.51%,95.36%,70.63%,118.15%,3.73%,11.35%,36.85%,37.71%,,1.36%,92.55%,4.09%,14.83%,26.65%,61.44%,6.15%
