"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"HXL","NYSE","Hexcel Corp","Industrials","Aerospace & Defense",8196.68,108.67,2.78%,1761991,1051.70,1.68,6.66%,11.31%,21.39%,31.58%,47.05%,80.76%,3.16%,30.52%,37.12%,8.46%,28.23%,-0.82%,116.97%,5.71%
"VSXY","NYSE","Victoria's Secret & Co","Consumer Cyclical","Apparel Retail",6922.93,87.09,-0.37%,1569874,2260.61,0.69,6.31%,6.23%,57.37%,45.49%,60.77%,337.20%,4.99%,53.83%,2332.02%,15.30%,26.53%,1.79%,96.93%,15.75%
"DBRG","NYSE","DigitalBridge Group Inc","Financial","Asset Management",2975.72,15.84,0.19%,3027658,2957.70,1.02,0.70%,0.44%,1.60%,3.19%,3.26%,47.08%,0.33%,,635.19%,157.37%,,3.38%,99.59%,10.78%
"TRIN","NASD","Trinity Capital Inc","Financial","Asset Management",1611.68,17.93,1.36%,1079292,1071.32,1.01,1.59%,6.54%,10.54%,10.61%,22.39%,20.90%,2.00%,0.32%,-17.62%,27.80%,-3.66%,,23.62%,6.51%
"WT","NYSE","WisdomTree Inc","Financial","Asset Management",3164.35,20.69,2.22%,2808667,3072.56,0.91,5.94%,13.00%,13.06%,36.48%,69.73%,60.02%,3.51%,33.39%,-199.82%,47.55%,18.19%,2.24%,106.37%,11.94%
"HSBC","NYSE","HSBC Holdings plc ADR","Financial","Banks - Diversified",347521.14,101.12,2.13%,1021365,1606.37,0.64,1.88%,6.48%,10.41%,22.53%,28.54%,58.99%,1.75%,11.12%,2.66%,-3.67%,10.28%,19.94%,2.46%,0.16%
"BANC","NYSE","Banc of California Inc","Financial","Banks - Regional",3366.24,21.83,4.90%,8504216,2795.83,3.04,6.02%,8.66%,16.43%,4.95%,13.17%,45.53%,2.13%,44.68%,49.77%,0.56%,29.99%,4.10%,94.80%,6.55%
"APGE","NASD","Apogee Therapeutics Inc","Healthcare","Biotechnology",10113.88,134.20,0.04%,428125,2564.28,0.17,0.18%,48.48%,47.60%,66.15%,77.80%,243.13%,0.24%,-5.26%,-11.87%,,-12.96%,-19.20%,66.47%,9.03%
"CORT","NASD","Corcept Therapeutics Inc","Healthcare","Biotechnology",10268.18,95.65,4.46%,838929,1120.32,0.75,5.73%,19.70%,106.41%,175.41%,174.86%,36.41%,4.65%,-28.59%,-276.49%,4.89%,87.68%,3.37%,74.07%,9.13%
"ELVN","NASD","Enliven Therapeutics Inc","Healthcare","Biotechnology",3881.25,54.33,5.15%,636638,1299.34,0.49,5.03%,20.47%,17.07%,103.41%,252.79%,148.42%,5.87%,6.59%,34.03%,,-16.86%,0.13%,71.66%,14.54%
"CPHI","AMEX","China Pharma Holdings Inc","Healthcare","Drug Manufacturers - Specialty & Generic",328.27,8.10,790.11%,85208600,2390.80,35.64,1217.50%,950.45%,1118.05%,548.00%,569.42%,357.63%,65.09%,,81.48%,-13.44%,,-7.95%,0.06%,0.06%
"VTRS","NASD","Viatris Inc","Healthcare","Drug Manufacturers - Specialty & Generic",20645.07,17.59,3.53%,8544976,11031.10,0.77,7.85%,14.44%,18.29%,36.78%,41.29%,97.64%,3.13%,4.39%,105.88%,8.50%,6.82%,1.81%,86.24%,4.18%
"ADM","NYSE","Archer Daniels Midland Co","Consumer Defensive","Farm Products",41544.66,86.20,0.62%,3653811,3688.68,0.99,4.76%,14.78%,26.08%,32.25%,49.94%,59.19%,1.95%,37.09%,0.80%,1.55%,15.73%,-0.64%,87.63%,3.68%
"SGHC","NYSE","Super Group (SGHC) Limited","Consumer Cyclical","Gambling",7921.23,15.59,0.06%,3224735,3590.67,0.90,5.27%,17.04%,28.84%,61.09%,34.00%,39.48%,3.91%,99.66%,46.66%,18.38%,37.03%,1.33%,20.15%,11.92%
"TXG","NASD","10x Genomics Inc","Healthcare","Health Information Services",5992.34,47.20,9.21%,2463912,3179.81,0.77,3.08%,35.81%,91.95%,130.02%,189.39%,309.01%,6.04%,-130.22%,62.53%,-2.61%,-8.96%,1.40%,98.60%,14.45%
"CVS","NYSE","CVS Health Corp","Healthcare","Healthcare Plans",141117.55,110.60,2.78%,9842335,8267.46,1.19,4.16%,12.49%,44.42%,40.71%,39.36%,79.43%,2.53%,10.25%,63.49%,6.17%,12.73%,-1.07%,90.37%,1.57%
"CSQR","NYSE","Csquare Inc","Technology","Information Technology Services",3238.38,20.89,4.45%,1721170,5165.73,0.33,,,,,-0.05%,,,,,,,,,
"AEG","NYSE","Aegon Ltd","Financial","Insurance - Diversified",13749.58,9.14,0.99%,4176737,4839.67,0.86,3.28%,8.55%,13.40%,19.48%,18.55%,28.37%,1.38%,52.89%,-82.58%,-32.54%,17.71%,-6.24%,8.55%,0.22%
"CHRW","NASD","C.H. Robinson Worldwide Inc","Industrials","Integrated Freight & Logistics",24684.97,209.42,1.76%,1104167,1734.08,0.64,4.91%,13.18%,13.85%,19.14%,30.27%,116.30%,2.47%,21.12%,9.65%,-0.84%,17.12%,2.61%,108.14%,6.98%
"PBI","NYSE","Pitney Bowes Inc","Industrials","Integrated Freight & Logistics",2500.25,18.46,-0.27%,1620312,3259.29,0.50,3.88%,5.49%,39.95%,75.64%,74.65%,48.15%,2.67%,19.88%,105.27%,-3.24%,13.10%,-11.06%,85.86%,13.59%
"ACHC","NASD","Acadia Healthcare Company Inc","Healthcare","Medical Care Facilities",3274.94,35.61,3.43%,2738999,3074.19,0.89,12.69%,43.18%,27.91%,204.88%,150.95%,64.56%,5.92%,-24.68%,-50.33%,7.57%,0.55%,14.10%,139.72%,26.21%
"OII","NYSE","Oceaneering International Inc","Energy","Oil & Gas Equipment & Services",4453.60,44.65,4.27%,915448,1064.00,0.86,3.17%,23.82%,20.35%,63.73%,85.81%,114.97%,3.52%,-5.31%,-27.41%,2.65%,9.86%,2.83%,103.87%,6.16%
"WTTR","NYSE","Select Water Solutions Inc","Energy","Oil & Gas Equipment & Services",2869.14,20.41,0.00%,2116525,1916.95,1.10,0.44%,15.31%,35.70%,72.67%,94.01%,117.59%,3.69%,22.29%,-4.12%,-2.25%,40.56%,13.42%,91.37%,5.10%
"KNTK","NYSE","Kinetik Holdings Inc","Energy","Oil & Gas Midstream",8513.45,50.93,-0.35%,897664,1048.55,0.86,0.75%,9.46%,9.48%,31.81%,41.28%,23.83%,2.37%,-65.68%,-262.11%,-22.89%,-5.70%,1.38%,75.95%,11.91%
"PAA","NASD","Plains All American Pipeline LP","Energy","Oil & Gas Midstream",17137.36,24.29,-0.08%,1978499,2651.87,0.75,2.84%,13.82%,15.89%,25.21%,35.25%,30.94%,1.76%,5.69%,-70.94%,2.80%,9.60%,0.97%,39.41%,3.18%
"PAGP","NASD","Plains GP Holdings LP","Energy","Oil & Gas Midstream",19793.45,25.98,0.19%,1283060,1559.17,0.82,2.65%,11.74%,16.49%,31.25%,40.92%,42.80%,1.45%,16.59%,-76.19%,2.80%,16.96%,5.70%,81.41%,7.95%
"DINO","NYSE","HF Sinclair Corp","Energy","Oil & Gas Refining & Marketing",16529.45,91.69,1.42%,3119752,2439.61,1.28,10.32%,42.16%,58.39%,88.55%,98.98%,106.51%,2.95%,111.79%,13510.57%,11.82%,4.74%,-6.13%,82.53%,5.01%
"DK","NYSE","Delek US Holdings Inc","Energy","Oil & Gas Refining & Marketing",4117.91,67.19,3.94%,1239650,1243.31,1.00,10.24%,62.02%,76.82%,142.83%,126.53%,171.37%,4.22%,6.37%,-20.16%,0.42%,,-0.18%,102.96%,11.88%
"MPC","NYSE","Marathon Petroleum Corp","Energy","Oil & Gas Refining & Marketing",93349.65,319.76,1.41%,2102790,2329.77,0.90,5.39%,31.64%,49.34%,82.06%,96.62%,82.85%,2.40%,240.50%,832.74%,9.05%,23.20%,-1.10%,78.52%,2.51%
"PARR","NYSE","Par Pacific Holdings Inc","Energy","Oil & Gas Refining & Marketing",4031.60,80.40,3.66%,1091894,1086.15,1.01,9.31%,57.99%,35.95%,118.06%,128.80%,148.22%,3.76%,112.44%,294.01%,4.51%,-0.64%,-1.81%,104.08%,9.64%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",7814.28,66.05,3.45%,2895774,2913.91,0.99,8.47%,77.13%,74.97%,123.67%,143.55%,168.93%,5.21%,325.63%,146.86%,11.86%,,2.12%,85.02%,14.23%
"PSX","NYSE","Phillips 66","Energy","Oil & Gas Refining & Marketing",85106.49,212.27,1.66%,2238636,2584.17,0.87,5.37%,27.77%,36.29%,53.51%,64.50%,68.40%,2.33%,210.30%,-56.98%,11.74%,39.05%,-5.04%,81.01%,2.01%
"VLO","NYSE","Valero Energy Corp","Energy","Oil & Gas Refining & Marketing",93474.44,314.80,0.48%,3142075,3040.43,1.03,4.44%,33.22%,39.12%,71.59%,93.38%,115.20%,3.19%,204.76%,322.58%,7.75%,20.17%,1.73%,88.54%,3.51%
"CCK","NYSE","Crown Holdings Inc","Consumer Cyclical","Packaging & Containers",13184.99,117.99,2.98%,2970211,1144.83,2.59,7.75%,16.20%,13.21%,13.19%,14.59%,12.64%,2.67%,4.68%,42.67%,16.70%,7.06%,-4.77%,103.01%,3.40%
"AHR","NYSE","American Healthcare REIT Inc","Real Estate","REIT - Healthcare Facilities",12018.74,57.60,1.66%,2930441,3208.54,0.91,5.24%,23.82%,14.72%,19.98%,22.40%,52.18%,2.52%,35.88%,390.78%,20.38%,35.23%,6.63%,93.60%,9.61%
"CTRE","NYSE","CareTrust REIT Inc","Real Estate","REIT - Healthcare Facilities",10252.83,43.40,2.24%,2376659,2744.19,0.87,7.19%,17.11%,10.10%,14.94%,20.02%,42.81%,2.52%,-4.66%,2.17%,47.78%,2.98%,-0.22%,99.88%,10.08%
"HR","NYSE","Healthcare Realty Trust Inc","Real Estate","REIT - Healthcare Facilities",7439.81,21.47,1.04%,3816431,4323.27,0.88,2.78%,8.49%,15.80%,24.39%,26.67%,32.45%,1.99%,100.88%,98.39%,-6.69%,,-2.48%,109.95%,5.91%
"SBRA","NASD","Sabra Healthcare REIT Inc","Real Estate","REIT - Healthcare Facilities",5558.27,22.04,10.20%,6840272,2951.82,2.32,11.59%,21.63%,7.51%,14.55%,16.37%,21.63%,2.27%,5.67%,-4.77%,19.96%,8.44%,2.62%,106.26%,10.67%
"VTR","NYSE","Ventas Inc","Real Estate","REIT - Healthcare Facilities",48572.75,97.62,1.42%,2186781,4385.97,0.50,5.65%,19.63%,15.32%,24.44%,26.16%,46.93%,2.08%,15.55%,9.43%,22.01%,33.21%,3.01%,106.49%,4.72%
"WELL","NYSE","Welltower Inc","Real Estate","REIT - Healthcare Facilities",173916.14,246.37,0.62%,2538010,3471.78,0.73,4.39%,19.22%,17.63%,28.73%,32.74%,53.67%,2.01%,108.38%,34.00%,38.21%,42.79%,3.39%,102.50%,2.75%
"DRH","NASD","Diamondrock Hospitality Co","Real Estate","REIT - Hotel & Motel",2660.40,12.97,1.73%,3821454,2130.75,1.79,7.19%,5.36%,23.41%,39.31%,44.75%,63.86%,2.38%,25.23%,56.38%,1.30%,9.01%,4.47%,112.74%,6.23%
"PEB","NYSE","Pebblebrook Hotel Trust","Real Estate","REIT - Hotel & Motel",2239.04,19.75,2.28%,1948341,2607.31,0.75,5.61%,3.62%,39.58%,60.70%,74.47%,91.01%,2.76%,64.89%,28.31%,7.93%,24.98%,0.41%,128.13%,15.83%
"PK","NYSE","Park Hotels & Resorts Inc","Real Estate","REIT - Hotel & Motel",3032.51,15.06,1.48%,3574798,5102.93,0.70,4.01%,2.31%,30.05%,31.87%,43.98%,40.75%,2.70%,133.32%,117.24%,-1.27%,,-2.81%,98.44%,21.26%
"RLJ","NYSE","RLJ Lodging Trust","Real Estate","REIT - Hotel & Motel",1869.06,12.24,2.00%,2265110,2348.76,0.96,5.52%,7.09%,48.72%,59.79%,64.30%,60.63%,2.46%,-210.13%,-113.21%,3.61%,,-0.36%,87.29%,11.25%
"CXW","NYSE","CoreCivic Inc","Industrials","Security & Protection Services",3172.34,32.08,0.72%,846322,1214.82,0.70,2.30%,11.00%,55.58%,60.32%,67.87%,58.50%,2.88%,49.07%,66.39%,25.81%,,-1.12%,85.91%,1.90%
"RXO","NYSE","RXO Inc","Industrials","Trucking",4832.17,29.30,1.49%,1608879,2309.67,0.70,4.49%,15.40%,49.80%,95.46%,131.80%,81.54%,6.31%,232.42%,-15.39%,-0.56%,,2.12%,111.56%,9.00%
"WERN","NASD","Werner Enterprises Inc","Industrials","Trucking",2835.04,47.29,2.12%,1514886,1087.59,1.39,5.56%,16.22%,41.16%,42.70%,57.58%,69.92%,3.32%,5308.55%,56.43%,13.55%,,-0.66%,108.48%,7.46%
