"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"KRMN","NYSE","Karman Holdings Inc","Industrials","Aerospace & Defense",8237.84,62.16,6.75%,3929390,3599.14,1.09,23.24%,24.30%,2.17%,-34.82%,-15.05%,35.78%,8.73%,58.60%,106.03%,58.18%,52.47%,20.41%,81.56%,12.10%,24.24%,24.04%,-16.01%,6.75%
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",3424.59,15.78,-3.78%,8815069,13341.08,0.66,20.46%,-2.23%,-45.53%,-9.93%,-2.77%,60.86%,9.36%,45.99%,-135.53%,198.65%,,28.05%,87.38%,27.02%,14.46%,-22.23%,-17.83%,-4.36%
"RDW","NYSE","Redwire Corp","Industrials","Aerospace & Defense",3279.90,13.12,-3.46%,18848440,37164.56,0.51,36.10%,28.88%,18.52%,30.68%,72.63%,45.94%,10.43%,66.39%,86.71%,89.56%,57.50%,8.15%,53.33%,18.42%,36.11%,5.21%,29.71%,-2.02%
"ASST","NASD","Strive Inc","Financial","Asset Management",1048.56,12.44,-0.32%,2299997,4138.42,0.56,5.42%,0.65%,-21.86%,4.41%,-15.72%,-81.09%,6.28%,59.66%,-79.68%,1516.41%,,60.71%,46.25%,30.01%,2.68%,-5.76%,-18.77%,1.55%
"CRCL","NYSE","Circle Internet Group Inc","Financial","Capital Markets",16989.48,67.05,0.57%,7849738,14563.28,0.54,11.10%,1.38%,-41.01%,17.55%,-15.45%,-57.84%,7.45%,337.07%,108.51%,6.57%,,6.31%,42.19%,14.25%,4.82%,-7.14%,-23.53%,-0.15%
"IREN","NASD","IREN Ltd","Financial","Capital Markets",13824.66,38.74,-6.04%,31419158,48205.01,0.65,-2.54%,-5.83%,-36.70%,-7.39%,2.57%,109.97%,9.37%,-277.50%,-802.55%,2.30%,77.06%,13.09%,54.23%,30.42%,2.25%,-16.99%,-18.28%,-6.15%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",11231.64,132.81,-2.08%,18446754,12270.89,1.50,20.51%,10.75%,-10.83%,199.80%,280.98%,515.15%,14.66%,434.07%,-74.24%,86.42%,,4.91%,70.90%,12.43%,21.17%,-3.41%,42.98%,-6.29%
"UMAC","AMEX","Unusual Machines Inc","Technology","Computer Hardware",1355.81,27.14,3.94%,3605292,5969.44,0.60,17.59%,44.28%,102.24%,112.53%,113.03%,168.98%,11.67%,64.86%,49.95%,687.32%,31.29%,65.62%,67.88%,19.91%,29.04%,19.86%,69.86%,1.80%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",385.92,12.95,-8.55%,2007445,3526.84,0.57,13.80%,-2.19%,-3.79%,-8.80%,-5.75%,110.57%,12.14%,78.98%,85.25%,48.24%,53.34%,7.42%,33.42%,40.18%,16.34%,-20.02%,-0.80%,-9.28%
"VRT","NYSE","Vertiv Holdings Co","Industrials","Electrical Equipment & Parts",103985.31,270.10,-0.84%,2843742,6427.39,0.44,2.68%,-15.29%,-20.55%,38.10%,66.72%,93.03%,6.49%,59.80%,52.42%,24.12%,40.43%,4.07%,85.17%,2.92%,-2.87%,-9.91%,8.40%,-2.59%
"SN","NYSE","SharkNinja Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances",26226.06,186.17,0.35%,2327275,2082.74,1.12,15.94%,21.96%,66.71%,59.50%,66.37%,60.41%,5.65%,22.95%,-6.77%,22.19%,16.96%,5.42%,64.42%,9.74%,15.97%,26.97%,55.94%,0.31%
"CDE","NYSE","Coeur Mining Inc","Basic Materials","Gold",18657.02,18.15,4.37%,35986343,33695.78,1.07,16.65%,13.58%,-2.21%,-15.35%,1.79%,55.79%,5.23%,33.63%,7.09%,124.47%,29.61%,30.27%,83.24%,5.47%,16.23%,10.52%,-2.11%,5.40%
"EQX","AMEX","Equinox Gold Corp","Basic Materials","Gold",13530.86,11.59,0.09%,12776536,13851.60,0.92,26.25%,18.75%,-18.89%,-20.40%,-17.45%,79.97%,6.12%,74.83%,459.24%,60.83%,38.54%,3.43%,43.97%,3.82%,21.45%,14.76%,-11.98%,0.78%
"SSRM","NASD","SSR Mining Inc","Basic Materials","Gold",6402.75,31.40,-1.20%,3690067,3189.11,1.16,16.34%,9.87%,-8.19%,29.97%,43.25%,106.71%,6.24%,103.01%,11.13%,9.46%,26.71%,4.01%,75.23%,4.34%,15.35%,11.27%,17.30%,-0.85%
"ALHC","NASD","Alignment Healthcare Inc","Healthcare","Healthcare Plans",2858.45,13.78,-4.11%,5918692,6307.54,0.94,-5.36%,-30.51%,-23.15%,-36.64%,-30.23%,-5.03%,6.53%,,127.27%,31.55%,,9.02%,109.88%,12.63%,-22.95%,-28.13%,-28.29%,-2.61%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2827.57,55.18,-5.56%,1795239,3863.88,0.46,4.90%,-29.57%,24.76%,193.82%,182.11%,137.23%,8.48%,37.62%,,47.64%,28.14%,8.29%,121.39%,19.79%,-3.55%,-12.30%,64.41%,-6.17%
"LFST","NASD","LifeStance Health Group Inc","Healthcare","Medical Care Facilities",4546.46,11.90,9.78%,10562878,4100.42,2.58,12.90%,11.16%,54.55%,74.23%,69.03%,172.31%,5.02%,677.67%,722.45%,26.08%,168.58%,10.35%,57.32%,4.11%,8.72%,19.81%,56.90%,9.68%
"WRBY","NYSE","Warby Parker Inc","Healthcare","Medical Instruments & Supplies",3242.99,26.41,-0.19%,1751982,3317.57,0.53,-6.61%,-9.09%,-10.63%,3.49%,21.20%,13.20%,7.58%,20.05%,358.04%,9.81%,38.77%,9.93%,97.22%,17.70%,-0.16%,-0.52%,9.03%,0.96%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",7857.81,66.29,7.42%,3986806,2942.14,1.36,-2.39%,24.65%,62.83%,86.68%,144.43%,201.04%,6.93%,474.42%,16421.43%,56.23%,,4.19%,86.36%,12.55%,3.75%,27.40%,62.41%,3.68%
"MP","NYSE","MP Materials Corp","Basic Materials","Other Industrial Metals & Mining",9730.69,54.66,6.95%,10583348,6210.16,1.70,24.68%,4.69%,-18.94%,-10.77%,8.19%,-26.45%,7.33%,130.81%,39.60%,119.66%,,4.37%,72.26%,19.75%,19.79%,3.42%,-5.96%,3.51%
"COMP","NYSE","Compass Inc","Real Estate","Real Estate Services",9518.79,12.40,-1.43%,6550881,13722.91,0.48,5.53%,5.80%,42.20%,1.06%,17.31%,52.15%,5.68%,284.92%,63.96%,109.07%,,24.58%,88.29%,6.92%,4.61%,15.28%,26.27%,-0.60%
"AMKR","NASD","AMKOR Technology Inc","Technology","Semiconductor Equipment & Materials",13135.68,52.87,-4.34%,3030095,5787.07,0.52,3.99%,-24.98%,-30.99%,7.11%,33.92%,128.58%,7.03%,68.29%,216.53%,25.58%,30.51%,5.84%,49.34%,14.39%,-8.88%,-23.70%,-2.84%,-5.20%
"AXTI","NASD","AXT Inc","Technology","Semiconductor Equipment & Materials",4828.89,73.81,-16.67%,18503097,10165.63,1.82,7.49%,29.02%,-36.57%,206.77%,351.44%,3349.07%,19.87%,308.78%,208.68%,164.77%,,7.54%,66.60%,17.58%,29.95%,3.13%,51.24%,-17.60%
"ALAB","NASD","Astera Labs Inc","Technology","Semiconductors",55034.68,317.23,-5.07%,3355143,5810.83,0.58,-1.19%,-23.18%,58.78%,86.77%,90.69%,76.95%,11.09%,111.97%,190.33%,104.45%,61.93%,4.51%,73.82%,6.71%,0.68%,-11.18%,49.15%,-6.09%
"CBRS","NASD","Cerebras Systems Inc","Technology","Semiconductors",63768.09,230.01,1.45%,3677202,7267.42,0.51,4.56%,6.94%,,,-34.28%,,10.86%,,44.27%,94.35%,,49.56%,6.43%,13.03%,13.94%,10.66%,4.84%,1.08%
"EXK","NYSE","Endeavour Silver Corp","Basic Materials","Silver",3032.47,10.24,7.34%,10045425,6888.35,1.46,32.47%,26.73%,2.09%,-9.86%,8.94%,88.93%,5.01%,3928.57%,381.97%,149.32%,,5.42%,56.72%,6.91%,25.74%,22.72%,7.12%,6.78%
"CHYM","NASD","Chime Financial Inc","Technology","Software - Application",11679.35,30.85,6.01%,8328414,6082.93,1.37,27.16%,47.47%,67.44%,41.64%,22.57%,6.78%,8.36%,109.48%,102.84%,10.61%,,7.01%,47.03%,13.65%,30.19%,48.72%,43.76%,5.87%
"FROG","NASD","JFrog Ltd","Technology","Software - Application",10676.71,88.15,-1.53%,2238406,2937.81,0.76,6.98%,-2.85%,24.95%,83.68%,41.13%,102.09%,7.35%,19.42%,81.82%,28.73%,21.03%,5.24%,90.71%,10.26%,5.03%,3.75%,42.41%,-0.93%
"FSLY","NASD","Fastly Inc","Technology","Software - Application",4420.58,27.75,20.86%,14326161,6648.05,2.15,20.49%,41.65%,35.30%,223.80%,172.59%,297.00%,8.92%,303.76%,61.59%,23.27%,73.85%,16.87%,88.49%,17.26%,27.17%,39.97%,61.17%,23.61%
"TEAM","NASD","Atlassian Corp","Technology","Software - Application",38539.73,151.87,1.88%,8644666,5234.84,1.65,46.44%,70.91%,65.80%,60.34%,-6.33%,-9.63%,5.81%,-4.78%,703.74%,27.60%,13.98%,3.35%,64.85%,11.20%,48.62%,60.08%,40.67%,1.70%
"DOCN","NYSE","DigitalOcean Holdings Inc","Technology","Software - Infrastructure",15253.59,129.73,4.49%,2141291,3519.90,0.61,2.01%,-0.58%,-20.87%,106.18%,169.60%,292.53%,9.78%,-31.46%,-24.45%,,10.64%,23.19%,77.93%,12.30%,5.10%,-9.88%,44.11%,3.95%
"NBIS","NASD","Nebius Group NV","Technology","Software - Infrastructure",46331.36,184.11,-2.05%,16042931,19890.98,0.81,-13.39%,-16.18%,3.99%,113.83%,119.95%,167.68%,12.33%,-43.03%,521.40%,621.52%,-16.64%,16.06%,53.35%,30.22%,-4.94%,-17.32%,28.06%,-1.06%
"RELY","NASD","Remitly Global Inc","Technology","Software - Infrastructure",4898.36,23.14,-5.24%,4191504,4462.66,0.94,-3.50%,-2.65%,-3.70%,77.86%,67.68%,21.79%,7.14%,348.79%,3025.84%,20.23%,61.55%,9.99%,84.69%,8.50%,-2.71%,4.20%,31.01%,-6.09%
"UUUU","AMEX","Energy Fuels Inc","Energy","Uranium",3572.00,14.29,1.06%,6707895,9256.17,0.72,17.61%,5.23%,-33.16%,-32.66%,-1.72%,49.63%,7.43%,32.57%,-34.98%,496.11%,,6.63%,69.04%,19.92%,16.90%,2.19%,-19.24%,1.06%
