"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",3678.51,16.95,2.85%,13209665,13099.24,1.01,21.16%,13.68%,-47.18%,-8.97%,4.44%,62.05%,9.09%,45.99%,-135.53%,198.65%,,28.05%,85.54%,25.46%,21.33%,-12.26%,-11.96%,1.74%
"RDW","NYSE","Redwire Corp","Industrials","Aerospace & Defense",3372.40,13.49,-0.15%,16474762,36098.82,0.46,25.84%,38.50%,16.70%,43.82%,77.50%,43.21%,8.41%,66.94%,86.71%,89.56%,59.63%,8.15%,50.67%,16.22%,34.44%,11.44%,32.60%,-1.17%
"SPCX","NASD","Space Exploration Technologies Corp","Industrials","Aerospace & Defense",1926517.03,146.15,9.65%,165929380,124873.20,1.33,34.99%,7.40%,,,-2.57%,,10.22%,,,,,76.65%,1.86%,13.18%,20.56%,3.19%,3.19%,8.22%
"VOYG","NYSE","Voyager Technologies Inc","Industrials","Aerospace & Defense",2624.25,43.00,0.23%,1688593,2379.35,0.71,23.81%,44.39%,47.26%,57.57%,64.50%,43.86%,9.49%,-52.14%,-27.98%,15.48%,34.26%,30.02%,74.69%,18.76%,41.18%,26.69%,43.47%,-1.53%
"FIGS","NYSE","Figs Inc","Consumer Cyclical","Apparel Manufacturing",2395.74,14.42,1.05%,2313580,3261.81,0.71,32.05%,48.35%,25.28%,37.60%,26.94%,117.50%,7.81%,79.94%,253.77%,28.81%,24.88%,2.88%,91.92%,13.29%,29.29%,29.84%,20.50%,0.84%
"DXYZ","NYSE","Destiny Tech100 Inc","Financial","Asset Management",934.21,30.66,3.51%,2509478,3698.77,0.68,28.45%,18.15%,-42.58%,-2.51%,0.10%,5.32%,7.61%,,136.77%,-13.60%,,,10.46%,2.42%,22.89%,9.29%,0.39%,3.69%
"P","NYSE","Everpure Inc","Technology","Computer Hardware",37029.91,111.40,1.85%,4409790,3267.78,1.35,33.03%,44.62%,33.69%,51.28%,66.24%,87.51%,7.10%,18.47%,263.40%,35.25%,22.01%,-1.59%,83.91%,3.18%,37.63%,44.24%,49.87%,-0.95%
"QMCO","NASD","Quantum Corp","Technology","Computer Hardware",864.26,21.93,13.07%,5025770,1383.31,3.63,89.42%,118.04%,145.36%,256.09%,240.08%,195.22%,14.28%,117.29%,-277.09%,25.69%,,1.54%,17.43%,9.82%,81.28%,78.51%,159.90%,9.13%
"SMCI","NASD","Super Micro Computer Inc","Technology","Computer Hardware",24328.90,37.61,19.02%,164775167,53673.15,3.07,24.04%,36.02%,14.70%,12.84%,28.49%,-19.00%,5.38%,11.52%,418.57%,93.16%,16.01%,7.87%,64.76%,16.23%,29.25%,20.61%,17.83%,7.49%
"OMDA","NASD","Omada Health Inc","Healthcare","Health Information Services",1459.40,23.84,-0.71%,1552408,1313.19,1.18,24.75%,1.71%,59.89%,110.41%,51.08%,23.59%,9.04%,198.62%,189.42%,43.12%,,-3.60%,61.78%,26.59%,9.91%,15.48%,40.81%,-0.67%
