"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",998.62,10.85,-1.63%,1740413,2951.51,0.59,-6.06%,10.04%,204.78%,231.80%,270.31%,369.70%,5.98%,,124.41%,114.45%,,-0.75%,51.46%,10.57%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",9569.75,119.26,15.76%,10188631,11905.41,0.86,-4.93%,-26.31%,-27.04%,221.98%,242.11%,322.46%,11.39%,497.54%,-2.56%,51.36%,,12.45%,72.61%,14.18%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",61866.79,46.72,4.85%,13133846,25940.43,0.51,-5.73%,-1.46%,68.00%,117.91%,94.50%,126.14%,6.26%,75.95%,153.39%,40.64%,31.22%,-1.01%,93.78%,5.14%
"LITE","NASD","Lumentum Holdings Inc","Technology","Communication Equipment",65162.17,837.56,9.41%,4024783,5611.71,0.72,2.79%,-1.46%,-6.43%,158.31%,127.23%,706.59%,9.32%,299.28%,332.76%,90.12%,142.92%,-5.01%,99.89%,12.74%
"VIAV","NASD","Viavi Solutions Inc","Technology","Communication Equipment",10612.41,43.02,9.10%,3932088,7384.36,0.53,2.80%,-8.80%,-3.59%,131.29%,141.41%,318.48%,7.69%,99.52%,-70.20%,42.84%,57.74%,-4.01%,95.54%,4.21%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",262002.78,404.15,5.83%,4962519,8733.17,0.57,-11.67%,-1.31%,97.88%,235.31%,221.06%,213.39%,9.02%,79.10%,281.26%,87.49%,35.85%,-2.04%,40.23%,4.31%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",235373.87,1589.40,14.27%,13928132,13176.35,1.06,-9.58%,-27.25%,74.08%,284.27%,569.56%,3719.75%,10.71%,2129.34%,272.72%,251.03%,,-4.61%,79.75%,4.93%
"STX","NASD","Seagate Technology Holdings Plc","Technology","Computer Hardware",199974.14,891.83,11.14%,6048788,4524.17,1.34,1.54%,-16.67%,65.23%,173.37%,223.84%,496.02%,9.07%,84.04%,107.51%,44.07%,77.85%,-1.49%,86.02%,2.94%
"WDC","NASD","Western Digital Corp","Technology","Computer Hardware",189020.24,548.39,12.51%,7368777,8491.63,0.87,-2.65%,-26.51%,46.59%,147.57%,218.33%,697.77%,9.75%,102.64%,483.37%,45.47%,80.89%,-0.29%,99.09%,6.55%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Diagnostics & Research",5969.33,95.86,9.62%,914223,1751.97,0.52,3.60%,9.48%,54.91%,131.49%,202.21%,175.70%,7.02%,-61.35%,-8.21%,19.31%,12.75%,3.65%,121.02%,23.37%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",7193.40,80.89,4.94%,1160361,1875.16,0.62,5.75%,13.82%,114.79%,113.26%,134.53%,435.70%,7.33%,514.50%,216.05%,4158.49%,,3.87%,67.39%,17.87%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1729.67,21.64,9.07%,9689990,12785.20,0.76,1.36%,-9.98%,150.17%,169.15%,196.03%,303.73%,14.21%,64.40%,18.77%,-4.86%,57.30%,3.83%,31.79%,13.62%
"MEI","NYSE","Methode Electronics Inc","Technology","Electronic Components",586.34,16.53,9.33%,484231,980.04,0.49,-5.11%,17.90%,130.54%,120.11%,148.95%,146.72%,9.69%,53.47%,101.43%,15.95%,,0.69%,89.69%,5.63%
"TXG","NASD","10x Genomics Inc","Healthcare","Health Information Services",5992.34,47.20,9.21%,2463912,3179.81,0.77,3.08%,35.81%,91.95%,130.02%,189.39%,309.01%,6.04%,-130.22%,62.53%,-2.61%,-8.96%,1.40%,98.60%,14.45%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2977.20,58.10,9.15%,3138233,3863.56,0.81,-25.32%,-13.48%,106.76%,191.08%,197.03%,136.42%,13.54%,37.62%,,47.64%,28.14%,12.37%,113.27%,17.87%
"SHAZ","NASD","SharonAI Holdings Inc","Technology","Information Technology Services",2498.06,71.00,13.89%,2291754,1133.96,2.02,-0.36%,-23.41%,95.14%,3636.84%,3636.84%,846.67%,10.79%,28.37%,49.08%,,15.30%,16.01%,26.99%,5.91%
"ACHC","NASD","Acadia Healthcare Company Inc","Healthcare","Medical Care Facilities",3274.94,35.61,3.43%,2738999,3074.19,0.89,12.69%,43.18%,27.91%,204.88%,150.95%,64.56%,5.92%,-24.68%,-50.33%,7.57%,0.55%,14.10%,139.72%,26.21%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",7814.28,66.05,3.45%,2895774,2913.91,0.99,8.47%,77.13%,74.97%,123.67%,143.55%,168.93%,5.21%,325.63%,146.86%,11.86%,,2.12%,85.02%,14.23%
"AEHR","NASD","Aehr Test Systems","Technology","Semiconductor Equipment & Materials",3212.59,98.91,27.86%,5194414,2628.66,1.98,37.36%,-14.22%,9.72%,243.32%,389.90%,501.28%,15.88%,2000.00%,143.11%,33.69%,,3.67%,69.89%,13.58%
"AXTI","NASD","AXT Inc","Technology","Semiconductor Equipment & Materials",3697.06,56.51,15.73%,9293077,10255.11,0.91,-1.84%,-33.18%,-28.25%,155.82%,245.63%,2335.78%,13.29%,172.68%,84.63%,39.10%,,5.52%,60.75%,17.96%
"ICHR","NASD","Ichor Holdings Ltd","Technology","Semiconductor Equipment & Materials",3342.00,95.85,14.53%,672482,1182.01,0.57,1.05%,-2.80%,48.70%,221.86%,420.08%,324.12%,9.67%,499.38%,46.83%,4.75%,125.29%,-7.47%,93.34%,4.95%
