"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",969.17,10.53,0.77%,1658690,2998.46,0.55,0.19%,-2.86%,194.13%,224.00%,259.39%,331.56%,6.25%,,124.41%,114.45%,,-0.75%,51.45%,10.57%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",8988.79,112.02,1.36%,6249495,11876.41,0.53,11.75%,-24.02%,-25.03%,191.87%,221.34%,325.85%,9.87%,497.41%,-2.56%,51.36%,,12.45%,72.68%,14.18%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",63085.06,47.64,-1.02%,11972245,25819.33,0.46,5.56%,-2.62%,67.10%,126.64%,98.33%,129.48%,5.28%,75.95%,153.39%,40.64%,31.22%,-1.01%,93.83%,5.14%
"LITE","NASD","Lumentum Holdings Inc","Technology","Communication Equipment",64857.19,833.64,0.47%,4534704,5572.34,0.81,18.04%,0.69%,-4.57%,130.01%,126.17%,716.25%,7.61%,299.28%,332.76%,90.12%,142.92%,-5.01%,99.96%,12.74%
"VIAV","NASD","Viavi Solutions Inc","Technology","Communication Equipment",10311.46,41.80,-1.07%,2178655,7354.49,0.30,13.19%,-16.35%,-5.66%,118.62%,134.57%,305.43%,6.82%,99.52%,-70.20%,42.84%,57.74%,-4.01%,95.49%,4.21%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",284815.79,439.34,-0.56%,5097290,8699.82,0.59,12.25%,2.70%,104.68%,287.90%,249.01%,245.34%,6.97%,79.10%,281.26%,87.49%,35.85%,-2.04%,40.28%,4.31%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",238473.39,1610.33,0.69%,12637004,13161.66,0.96,14.12%,-17.99%,64.48%,221.24%,578.38%,3644.95%,9.04%,2136.60%,272.72%,251.03%,,-4.61%,79.73%,4.93%
"STX","NASD","Seagate Technology Holdings Plc","Technology","Computer Hardware",204801.79,913.36,0.58%,4543098,4597.23,0.99,22.52%,-12.06%,57.51%,165.34%,231.66%,497.91%,8.42%,84.04%,107.51%,44.07%,77.85%,-1.49%,86.03%,2.94%
"WDC","NASD","Western Digital Corp","Technology","Computer Hardware",192436.02,558.30,0.29%,5670171,8487.72,0.67,19.60%,-16.76%,43.48%,130.80%,224.08%,705.40%,8.64%,102.64%,483.37%,45.47%,80.89%,-0.29%,99.01%,6.55%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Diagnostics & Research",5756.36,92.44,-1.88%,1211390,1724.91,0.70,1.33%,8.75%,46.27%,111.78%,191.42%,156.56%,8.73%,-61.35%,-8.21%,19.31%,15.12%,3.65%,121.02%,23.37%
