"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",967.33,10.51,-5.06%,1572821,2908.21,0.54,-13.00%,13.99%,204.64%,234.71%,258.70%,325.51%,5.71%,,124.41%,114.45%,,-0.79%,51.46%,10.57%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",8043.53,100.24,-8.11%,9875344,11927.07,0.83,-17.98%,-47.67%,-29.68%,193.27%,187.55%,245.83%,10.44%,497.54%,-2.56%,51.36%,,12.20%,72.60%,14.18%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",59761.30,45.13,-4.77%,27130622,25940.88,1.05,-8.10%,-7.94%,83.31%,102.47%,87.89%,121.77%,6.33%,75.95%,153.39%,40.64%,31.22%,-0.90%,93.77%,5.14%
"VIAV","NASD","Viavi Solutions Inc","Technology","Communication Equipment",9110.10,36.93,-7.95%,5517663,7384.42,0.75,-13.88%,-31.67%,-5.93%,104.83%,107.24%,265.28%,5.95%,99.52%,-70.20%,42.84%,57.74%,-4.50%,95.33%,4.21%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",253724.24,391.38,-5.16%,6254350,8837.74,0.71,-13.07%,-4.32%,120.77%,227.08%,210.92%,216.73%,7.56%,79.10%,281.26%,87.49%,35.85%,-1.95%,40.22%,4.31%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",208966.50,1411.08,-12.63%,16995659,13192.13,1.29,-24.06%,-33.06%,58.24%,261.99%,494.44%,3311.70%,10.09%,2129.34%,272.72%,251.03%,,-4.46%,79.66%,4.93%
"STX","NASD","Seagate Technology Holdings Plc","Technology","Computer Hardware",167160.47,745.49,-10.00%,6156603,4385.27,1.40,-16.25%,-26.83%,43.47%,134.11%,170.70%,406.72%,7.03%,84.04%,107.51%,44.07%,77.85%,-2.45%,85.96%,2.94%
"WDC","NASD","Western Digital Corp","Technology","Computer Hardware",160901.06,466.81,-9.15%,10484362,8317.78,1.26,-19.24%,-28.57%,27.89%,118.14%,170.98%,601.65%,6.83%,102.64%,483.37%,45.47%,80.89%,-1.09%,99.08%,6.55%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Diagnostics & Research",5681.02,91.23,-1.49%,1723379,1754.63,0.98,-2.60%,12.92%,58.33%,126.83%,187.61%,148.65%,5.15%,-61.35%,-8.21%,19.31%,12.75%,3.60%,121.13%,23.37%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1379.58,17.26,-14.77%,10727640,12392.57,0.87,-24.96%,-1.37%,129.22%,129.52%,136.11%,245.89%,12.44%,64.14%,18.77%,-4.86%,57.30%,3.93%,31.77%,12.89%
"MEI","NYSE","Methode Electronics Inc","Technology","Electronic Components",544.14,15.34,-2.66%,629625,972.26,0.65,-1.98%,27.30%,116.06%,116.36%,131.02%,131.37%,8.97%,53.47%,101.43%,15.95%,,0.25%,89.64%,5.63%
"TXG","NASD","10x Genomics Inc","Healthcare","Health Information Services",5647.02,44.48,-2.78%,4713552,3143.88,1.50,3.20%,38.05%,75.46%,116.76%,172.72%,259.58%,6.95%,-130.22%,62.53%,-2.61%,-8.96%,1.34%,98.63%,14.45%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",3380.48,65.97,-9.44%,3730364,3713.30,1.00,-18.95%,3.29%,148.94%,227.39%,237.27%,167.84%,13.44%,37.59%,,47.64%,27.28%,2.94%,113.48%,17.86%
"SHAZ","NASD","SharonAI Holdings Inc","Technology","Information Technology Services",2308.06,65.60,-7.12%,2639987,1045.27,2.53,-18.00%,-6.57%,79.28%,3352.63%,3352.63%,774.67%,9.57%,33.35%,49.08%,,13.49%,18.61%,26.99%,5.65%
"ACHC","NASD","Acadia Healthcare Company Inc","Healthcare","Medical Care Facilities",3091.02,33.61,4.15%,4215389,3090.61,1.36,7.04%,34.49%,26.31%,167.81%,136.86%,48.19%,5.84%,-24.68%,-50.33%,7.57%,0.55%,14.69%,139.75%,26.21%
"AMN","NYSE","AMN Healthcare Services Inc","Healthcare","Medical Care Facilities",1327.26,34.22,5.78%,924617,1085.34,0.85,8.50%,10.82%,76.66%,123.37%,117.13%,73.79%,4.95%,95.68%,5676.14%,99.90%,-1.99%,13.65%,112.16%,8.47%
"AEHR","NASD","Aehr Test Systems","Technology","Semiconductor Equipment & Materials",2648.36,84.20,-4.09%,4286573,2684.35,1.60,10.48%,-27.34%,15.00%,214.06%,317.04%,469.69%,10.86%,1553.33%,143.11%,33.69%,,3.34%,72.22%,14.03%
