"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"FLY","NASD","Firefly Aerospace Inc","Industrials","Aerospace & Defense",4230.70,25.76,-3.56%,2816141,6544.22,0.43,17.68%,6.93%,-35.08%,7.87%,15.15%,-48.65%,9.05%,-42.86%,-20.35%,44.80%,21.88%,9.00%,25.99%,13.86%,21.38%,-6.30%,-6.18%,-4.38%
"KRMN","NYSE","Karman Holdings Inc","Industrials","Aerospace & Defense",8237.84,62.16,6.75%,3929390,3599.14,1.09,23.24%,24.30%,2.17%,-34.82%,-15.05%,35.78%,8.73%,58.60%,106.03%,58.18%,52.47%,20.41%,81.56%,12.10%,24.24%,24.04%,-16.01%,6.75%
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",3424.59,15.78,-3.78%,8815069,13341.08,0.66,20.46%,-2.23%,-45.53%,-9.93%,-2.77%,60.86%,9.36%,45.99%,-135.53%,198.65%,,28.05%,87.38%,27.02%,14.46%,-22.23%,-17.83%,-4.36%
"PL","NYSE","Planet Labs PBC","Industrials","Aerospace & Defense",8232.90,23.10,-3.47%,5438415,12075.04,0.45,7.29%,-11.32%,-40.83%,3.77%,17.14%,260.94%,6.52%,-97.12%,-854.63%,42.08%,,3.91%,56.71%,11.72%,4.11%,-18.35%,-11.55%,-3.87%
"RDW","NYSE","Redwire Corp","Industrials","Aerospace & Defense",3279.90,13.12,-3.46%,18848440,37164.56,0.51,36.10%,28.88%,18.52%,30.68%,72.63%,45.94%,10.43%,66.39%,86.71%,89.56%,57.50%,8.15%,53.33%,18.42%,36.11%,5.21%,29.71%,-2.02%
"RKLB","NASD","Rocket Lab Corp","Industrials","Aerospace & Defense",47878.35,80.04,-3.37%,30621859,26430.36,1.16,13.64%,-1.23%,-24.11%,10.67%,14.74%,79.10%,8.51%,47.53%,37.95%,63.46%,,1.92%,51.62%,7.78%,13.87%,-10.26%,2.55%,-4.79%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",10918.40,18.10,-3.83%,27584407,36940.36,0.75,3.90%,20.83%,-18.36%,-11.58%,-33.33%,-64.81%,5.56%,,51.19%,2167.95%,,8.46%,36.97%,8.33%,5.29%,11.17%,-25.55%,-3.47%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",11231.64,132.81,-2.08%,18446754,12270.89,1.50,20.51%,10.75%,-10.83%,199.80%,280.98%,515.15%,14.66%,434.07%,-74.24%,86.42%,,4.91%,70.90%,12.43%,21.17%,-3.41%,42.98%,-6.29%
"ANET","NYSE","Arista Networks Inc","Technology","Computer Hardware",241549.74,191.52,1.51%,5429510,9237.40,0.59,3.59%,2.44%,35.09%,39.30%,46.17%,37.61%,6.73%,37.17%,35.96%,37.69%,29.03%,0.93%,72.53%,1.90%,7.71%,11.82%,30.06%,-0.50%
"RGTI","NASD","Rigetti Computing Inc","Technology","Computer Hardware",5891.02,17.65,-1.62%,18128749,38323.96,0.47,10.17%,6.71%,-6.81%,-0.34%,-20.32%,14.31%,7.82%,-16.48%,-18.72%,185.29%,-4.55%,15.64%,54.65%,18.70%,14.28%,-3.87%,-16.06%,-1.45%
