"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"FLY","NASD","Firefly Aerospace Inc","Industrials","Aerospace & Defense",3399.67,20.70,2.27%,2856061,6886.67,0.41,8.78%,-23.93%,-50.06%,-28.37%,-7.47%,,8.44%,-40.29%,-20.35%,44.80%,28.25%,8.98%,20.38%,15.29%
"KRMN","NYSE","Karman Holdings Inc","Industrials","Aerospace & Defense",6589.21,49.72,4.48%,2537624,3439.06,0.74,4.78%,7.20%,-39.45%,-52.55%,-32.05%,1.26%,6.18%,55.98%,261.98%,51.02%,50.90%,18.18%,78.29%,13.31%
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",2975.36,13.71,-2.70%,5587686,13533.57,0.41,2.01%,-34.56%,-54.21%,-30.05%,-15.53%,2.54%,7.76%,56.85%,-135.53%,198.65%,,24.86%,77.82%,26.54%
"PL","NYSE","Planet Labs PBC","Industrials","Aerospace & Defense",7969.16,22.36,-1.06%,5684257,12476.80,0.46,1.22%,-21.63%,-43.35%,-15.24%,13.39%,225.95%,8.18%,-147.44%,-854.63%,42.08%,,9.60%,58.14%,13.65%
"RKLB","NASD","Rocket Lab Corp","Industrials","Aerospace & Defense",41866.63,69.99,0.34%,14077587,26714.42,0.53,3.92%,-26.42%,-22.27%,-20.30%,0.33%,42.40%,7.79%,47.53%,37.95%,63.46%,,3.34%,50.64%,7.23%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",10007.53,16.59,-6.48%,42568267,36819.29,1.16,7.45%,9.65%,-28.83%,-43.48%,-38.90%,-58.00%,5.94%,-218.15%,51.19%,2167.95%,,8.73%,32.39%,7.86%
"HUT","NASD","Hut 8 Corp","Financial","Capital Markets",13248.95,117.67,7.11%,6124407,4557.07,1.34,28.03%,-2.36%,45.74%,99.64%,156.14%,443.51%,10.34%,-46.80%,-52.18%,225.54%,,1.81%,77.50%,12.44%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",8988.79,112.02,1.36%,6249495,11876.41,0.53,11.75%,-24.02%,-25.03%,191.87%,221.34%,325.85%,9.87%,497.41%,-2.56%,51.36%,,12.45%,72.68%,14.18%
"ASTS","NASD","AST SpaceMobile Inc","Technology","Communication Equipment",22969.21,59.18,-4.47%,11899812,22461.84,0.53,7.58%,-18.79%,-30.10%,-42.82%,-18.52%,0.44%,9.79%,-73.95%,-221.95%,1952.23%,,0.25%,41.66%,24.95%
"ANET","NYSE","Arista Networks Inc","Technology","Computer Hardware",222387.78,176.61,1.00%,4322426,9719.96,0.44,4.78%,8.88%,-0.63%,38.75%,34.79%,56.24%,4.56%,22.13%,26.22%,35.13%,22.43%,1.67%,73.04%,2.07%
"SMCI","NASD","Super Micro Computer Inc","Technology","Computer Hardware",20182.44,31.20,2.09%,84258043,53304.10,1.58,26.42%,-6.36%,6.92%,-3.23%,6.59%,-39.65%,7.51%,36.07%,314.07%,122.68%,21.39%,8.15%,63.25%,18.32%
