"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"FLY","NASD","Firefly Aerospace Inc","Industrials","Aerospace & Defense",3332.34,20.29,13.73%,4358705,6810.17,0.64,-1.98%,-30.99%,-39.41%,-29.70%,-9.30%,,7.93%,-42.96%,-20.35%,44.80%,21.88%,9.99%,21.13%,13.86%,-7.69%,-34.72%,-26.56%
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",2658.51,12.25,7.55%,7677460,13325.46,0.58,-10.65%,-42.73%,-50.58%,-46.30%,-24.52%,6.06%,7.12%,45.79%,-135.53%,198.65%,,29.90%,81.52%,29.46%,-17.44%,-47.81%,-36.01%
"PL","NYSE","Planet Labs PBC","Industrials","Aerospace & Defense",7206.46,20.22,3.85%,7030135,12444.45,0.56,-9.57%,-38.97%,-40.67%,-27.47%,2.54%,221.97%,7.47%,-147.44%,-854.63%,42.08%,,10.60%,59.07%,11.73%,-16.56%,-35.97%,-21.69%
"RKLB","NASD","Rocket Lab Corp","Industrials","Aerospace & Defense",38690.30,64.68,10.38%,17745363,26561.34,0.67,-7.59%,-36.37%,-16.02%,-26.97%,-7.28%,39.28%,8.27%,47.53%,37.95%,63.46%,,3.51%,50.98%,7.78%,-12.78%,-34.01%,-16.84%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",10906.34,18.08,8.98%,35555794,37532.72,0.95,8.98%,35.84%,-12.49%,-38.98%,-33.41%,-47.44%,8.69%,-218.15%,51.19%,2167.95%,,8.63%,32.51%,8.33%,12.58%,10.06%,-29.18%
"HUT","NASD","Hut 8 Corp","Financial","Capital Markets",12190.57,108.27,22.78%,5484556,4674.71,1.17,-7.99%,-6.22%,52.49%,67.60%,135.68%,446.27%,11.41%,-46.57%,-52.18%,225.54%,,2.58%,77.50%,11.59%,5.85%,-2.61%,55.24%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",7230.68,90.11,17.76%,10676050,11792.95,0.91,-19.56%,-39.18%,-41.04%,99.23%,158.49%,290.76%,12.64%,497.41%,-2.56%,51.36%,,12.49%,72.16%,13.10%,-16.64%,-37.76%,0.45%
"ASTS","NASD","AST SpaceMobile Inc","Technology","Communication Equipment",22681.99,58.44,10.20%,12754680,22227.34,0.57,-1.25%,-34.23%,-16.34%,-51.79%,-19.54%,7.64%,8.55%,-63.15%,-221.95%,1952.23%,,0.40%,42.02%,22.88%,-10.23%,-28.85%,-29.30%
"ANET","NYSE","Arista Networks Inc","Technology","Computer Hardware",215348.84,171.02,8.26%,7279601,9662.59,0.75,-3.17%,0.67%,1.39%,13.90%,30.52%,40.08%,5.79%,22.13%,26.22%,35.13%,22.43%,1.60%,72.19%,1.90%,-1.26%,3.14%,17.39%
"IONQ","NYSE","IonQ Inc","Technology","Computer Hardware",13351.86,35.77,11.82%,23253951,27357.13,0.85,4.99%,-32.84%,-15.06%,-21.90%,-20.28%,-10.31%,7.06%,82.70%,1570.07%,754.72%,-6.81%,2.33%,55.61%,12.82%,-7.15%,-29.73%,-23.12%
"SMCI","NASD","Super Micro Computer Inc","Technology","Computer Hardware",17937.79,27.73,7.90%,37318421,54693.73,0.68,-11.12%,-5.46%,5.36%,-11.15%,-5.26%,-54.32%,7.85%,36.07%,314.07%,122.68%,21.39%,7.83%,62.25%,17.24%,0.96%,-14.50%,-15.73%
"SOFI","NASD","SoFi Technologies Inc","Financial","Credit Services",21126.74,16.47,8.00%,82981380,79768.77,1.04,-1.08%,-8.14%,6.09%,-33.05%,-37.09%,-24.69%,4.32%,53.02%,40.36%,39.09%,39.00%,0.95%,56.68%,14.76%,-5.63%,-4.07%,-22.91%
"GH","NASD","Guardant Health Inc","Healthcare","Diagnostics & Research",20201.60,152.35,5.75%,2694047,2628.74,1.02,1.43%,1.55%,82.65%,38.84%,49.16%,237.13%,4.64%,13.31%,-11.14%,48.26%,,3.72%,104.17%,8.97%,-1.92%,8.18%,42.64%
"BE","NYSE","Bloom Energy Corp","Industrials","Electrical Equipment & Parts",61002.50,207.12,26.49%,34937306,13298.75,2.63,-4.68%,-31.58%,-28.08%,25.23%,138.37%,450.56%,13.28%,244.40%,431.21%,165.52%,116.59%,2.13%,86.08%,7.20%,-7.93%,-20.89%,16.20%
"APH","NYSE","Amphenol Corp","Technology","Electronic Components",196616.08,159.82,6.33%,10759747,9606.70,1.12,1.52%,-9.36%,7.71%,9.50%,18.26%,51.50%,4.92%,55.18%,59.71%,55.00%,28.97%,1.35%,97.54%,1.35%,2.30%,4.39%,12.59%
"RBLX","NYSE","Roblox Corp","Communication Services","Electronic Gaming & Multimedia",34846.69,48.67,-2.91%,25317796,11477.17,2.21,2.36%,-10.50%,-13.52%,-35.34%,-39.94%,-61.05%,5.17%,3.80%,-7.93%,39.30%,20.33%,6.33%,82.61%,4.71%,-7.78%,-0.98%,-30.81%
"ARIS","NYSE","Aris Mining Corp","Basic Materials","Gold",2941.20,14.25,2.52%,2163386,1382.18,1.57,-2.33%,-4.43%,-17.77%,-33.44%,-12.20%,107.73%,4.29%,69.71%,578.83%,62.31%,41.35%,9.05%,75.89%,1.70%,-2.19%,-8.74%,-13.06%
"CDE","NYSE","Coeur Mining Inc","Basic Materials","Gold",15870.02,15.40,5.26%,31033253,31767.44,0.98,1.05%,-5.64%,-11.14%,-39.89%,-13.63%,76.00%,4.72%,82.23%,451.88%,137.76%,33.11%,29.35%,77.41%,5.45%,-0.70%,-7.29%,-17.69%
"SSRM","NASD","SSR Mining Inc","Basic Materials","Gold",5535.86,26.68,6.68%,3619623,3197.79,1.13,-1.91%,-5.66%,-5.29%,-5.26%,21.72%,121.32%,4.81%,101.93%,-290.68%,83.75%,32.03%,15.74%,72.32%,4.26%,-2.86%,-6.18%,0.25%
"OSCR","NYSE","Oscar Health Inc","Healthcare","Healthcare Plans",9415.63,31.23,2.16%,3914240,7059.13,0.55,7.99%,9.50%,74.18%,110.02%,117.33%,123.07%,6.40%,165.29%,124.38%,52.55%,,1.45%,55.41%,8.02%,2.89%,12.27%,65.48%
"APLD","NASD","Applied Digital Corp","Technology","Information Technology Services",7992.98,27.97,20.46%,25745307,21479.81,1.20,-6.42%,-25.01%,-14.43%,-30.46%,14.07%,178.86%,10.26%,21.43%,-62.41%,580.68%,,8.77%,73.49%,26.94%,-3.55%,-25.58%,-14.42%
"BRO","NYSE","Brown & Brown Inc","Financial","Insurance Brokers",23713.84,70.87,-5.34%,4142302,3248.73,1.28,7.80%,10.48%,14.97%,-1.71%,-11.08%,-23.75%,4.68%,5.23%,7.34%,30.43%,7.20%,3.00%,85.97%,6.57%,2.83%,12.23%,-0.23%
"RKT","NYSE","Rocket Companies Inc","Financial","Mortgage Finance",37518.24,13.26,-3.21%,35182382,29253.07,1.20,3.76%,-15.81%,-7.92%,-36.13%,-31.51%,-9.55%,5.25%,139.46%,224.31%,112.90%,58.39%,0.50%,29.89%,14.20%,-6.17%,-5.19%,-19.84%
"ALM","NASD","Almonty Industries Inc","Basic Materials","Other Industrial Metals & Mining",3311.25,11.67,6.58%,8094250,5514.98,1.47,-17.70%,-29.53%,-40.97%,-3.63%,32.46%,233.43%,8.93%,190.60%,89.47%,235.97%,,27.70%,41.29%,8.91%,-17.84%,-29.21%,-15.75%
"MP","NYSE","MP Materials Corp","Basic Materials","Other Industrial Metals & Mining",7416.41,41.66,9.34%,7148464,6012.68,1.19,-6.70%,-25.62%,-32.04%,-37.83%,-17.54%,-31.54%,6.71%,146.84%,67.61%,118.59%,,4.29%,72.08%,19.61%,-11.55%,-24.13%,-29.96%
"HL","NYSE","Hecla Mining Co","Basic Materials","Other Precious Metals & Mining",10013.74,14.93,5.51%,27886501,28187.65,0.99,-2.55%,-3.24%,-14.54%,-45.09%,-22.20%,156.09%,4.48%,80.90%,466.67%,56.55%,30.95%,0.87%,73.40%,6.19%,-1.99%,-5.24%,-18.43%
"COMP","NYSE","Compass Inc","Real Estate","Real Estate Services",8678.38,11.46,-1.29%,6892962,14242.44,0.48,6.31%,-7.06%,50.39%,-12.18%,8.42%,58.51%,5.81%,266.64%,128.96%,99.38%,,27.43%,84.54%,7.02%,-2.67%,12.32%,18.78%
"ALAB","NASD","Astera Labs Inc","Technology","Semiconductors",51369.25,299.69,20.00%,6297787,5795.72,1.09,-8.34%,-37.95%,52.24%,78.49%,80.15%,132.55%,9.64%,64.56%,148.21%,93.40%,49.49%,2.69%,71.67%,6.79%,-12.04%,-15.31%,44.76%
"CBRS","NASD","Cerebras Systems Inc","Technology","Semiconductors",56299.23,203.07,19.88%,6654922,7640.74,0.87,-7.70%,-8.11%,,,-41.98%,,12.92%,,44.27%,94.35%,,47.31%,4.81%,13.02%,4.60%,-5.53%,-7.50%
"SIMO","NASD","Silicon Motion Technology Corp ADR","Technology","Semiconductors",8561.16,255.10,21.66%,2595472,1025.22,2.53,-11.75%,-23.47%,17.29%,117.85%,175.19%,232.85%,10.19%,204.26%,243.57%,106.23%,75.38%,0.28%,78.98%,2.12%,-9.21%,-11.06%,55.50%
"BTDR","NASD","Bitdeer Technologies Group","Technology","Software - Application",2700.78,11.10,24.72%,15307225,9920.66,1.54,-8.79%,-30.06%,2.49%,-20.54%,-0.98%,-15.14%,10.78%,-49.29%,-138.15%,169.41%,-9.13%,38.14%,50.32%,43.35%,-8.14%,-26.07%,-16.69%
"DDOG","NASD","Datadog Inc","Technology","Software - Application",95596.67,268.56,1.65%,4389726,5689.39,0.77,9.89%,3.15%,100.45%,91.06%,97.49%,80.39%,5.08%,18.08%,115.46%,32.15%,19.56%,0.28%,81.75%,3.86%,3.95%,10.15%,61.06%
"FIG","NYSE","Figma Inc","Technology","Software - Application",12554.22,23.76,-4.04%,16146679,21326.22,0.76,18.80%,31.34%,40.93%,-20.96%,-36.42%,,6.86%,-39.30%,-1719.05%,46.12%,0.78%,18.99%,29.25%,33.16%,5.04%,10.47%,-18.24%
