"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"CDNA","NASD","Caredx Inc","Healthcare","Diagnostics & Research",2083.94,40.34,35.60%,4475494,847.47,5.28,38.58%,67.52%,129.60%,99.80%,114.12%,110.10%,3.93%,61.04%,128.24%,38.99%,38.15%,-0.49%,95.72%,17.85%
"NEO","NASD","Neogenomics Inc","Healthcare","Diagnostics & Research",1932.34,14.84,2.34%,4270008,2650.29,1.61,0.75%,33.81%,70.97%,14.77%,26.19%,114.76%,4.38%,50.00%,34.94%,11.09%,61.23%,5.55%,106.77%,9.09%
"PSNL","NASD","Personalis Inc","Healthcare","Diagnostics & Research",1631.56,15.58,-1.33%,12681823,3299.96,3.84,6.35%,59.14%,134.99%,77.45%,95.73%,143.06%,9.29%,-12.72%,-60.02%,-24.91%,6.03%,0.35%,62.33%,16.02%
"WNC","NYSE","Wabash National Corp","Industrials","Farm & Heavy Construction Machinery",510.05,12.54,-0.79%,6483919,951.48,6.81,1.46%,32.56%,39.02%,18.53%,44.97%,27.18%,5.62%,20.93%,-120.69%,-20.39%,,3.64%,96.94%,9.18%
"MLKN","NASD","MillerKnoll Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances",1502.19,21.97,3.39%,775953,839.09,0.92,9.96%,40.92%,35.62%,14.73%,20.19%,11.75%,3.27%,8.33%,140.38%,4.41%,,0.84%,98.47%,5.36%
"TXG","NASD","10x Genomics Inc","Healthcare","Health Information Services",5647.02,44.48,-2.78%,4713552,3143.88,1.50,3.20%,38.05%,75.46%,116.76%,172.72%,259.58%,6.95%,-130.22%,62.53%,-2.61%,-8.96%,1.34%,98.63%,14.45%
"ODD","NASD","ODDITY Tech Ltd","Consumer Defensive","Household & Personal Products",753.67,16.34,-6.25%,1016054,1627.00,0.62,-5.71%,41.35%,8.14%,-51.67%,-59.33%,-77.92%,6.55%,-94.27%,-160.48%,-26.16%,-19.85%,-25.65%,72.63%,26.94%
"PRCH","NASD","Porch Group Inc","Financial","Insurance - Property & Casualty",1509.77,13.80,0.40%,1376135,2096.12,0.66,-8.91%,31.43%,85.48%,50.16%,51.15%,7.98%,5.19%,-42.86%,-159.92%,15.64%,,10.78%,78.30%,19.11%
"BWIN","NASD","Baldwin Insurance Group Inc","Financial","Insurance Brokers",3920.61,27.50,7.34%,1454897,1643.47,0.89,3.97%,51.43%,20.46%,7.93%,14.44%,-35.54%,3.98%,20.66%,-87.97%,28.74%,21.97%,7.09%,92.66%,12.51%
"EVER","NASD","EverQuote Inc","Communication Services","Internet Content & Information",933.50,26.39,4.06%,871050,893.18,0.98,6.58%,30.39%,70.59%,0.19%,-2.26%,7.67%,5.02%,-20.10%,138.33%,14.54%,0.32%,7.93%,86.17%,18.65%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",1085.58,28.58,10.01%,2655031,2075.83,1.28,7.40%,63.78%,121.21%,77.08%,62.29%,-12.89%,8.76%,93.59%,-284.42%,0.01%,,-3.36%,69.19%,59.61%
"ACHC","NASD","Acadia Healthcare Company Inc","Healthcare","Medical Care Facilities",3091.02,33.61,4.15%,4215389,3090.61,1.36,7.04%,34.49%,26.31%,167.81%,136.86%,48.19%,5.84%,-24.68%,-50.33%,7.57%,0.55%,14.69%,139.75%,26.21%
"ENOV","NYSE","Enovis Corp","Healthcare","Medical Devices",1615.79,28.07,9.69%,1369822,1177.56,1.16,11.30%,33.79%,10.82%,13.83%,5.37%,-8.09%,5.91%,10.51%,84.49%,5.43%,10.71%,4.75%,119.32%,16.91%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",7209.72,60.94,3.71%,2322958,2956.69,0.79,14.31%,53.66%,50.36%,85.23%,124.71%,143.96%,5.48%,312.16%,146.86%,11.86%,,2.22%,84.68%,14.34%
"BRBR","NYSE","Bellring Brands Inc","Consumer Defensive","Packaged Foods",1394.17,11.99,-0.83%,3031367,5613.28,0.54,-1.32%,35.33%,-24.83%,-48.05%,-55.14%,-79.05%,6.04%,-42.65%,-36.16%,1.82%,-9.15%,1.13%,108.42%,15.50%
"COMP","NYSE","Compass Inc","Real Estate","Real Estate Services",9223.61,12.18,-3.72%,12105188,14094.31,0.86,2.18%,33.26%,67.31%,0.08%,15.23%,85.11%,4.70%,225.97%,128.96%,99.38%,,29.01%,84.61%,7.54%
"CCXI","NASD","Churchill Capital Corp XI","Financial","Shell Companies",813.78,14.61,-7.18%,3084777,1902.53,1.62,-9.98%,42.68%,43.38%,,43.24%,,9.24%,,,,,,48.72%,1.15%
"ALIT","NYSE","Alight Inc","Technology","Software - Application",579.41,21.57,-0.83%,613717,1323.63,0.46,17.04%,62.94%,66.69%,-33.01%,-44.69%,-80.64%,9.45%,-43.79%,-13.37%,-2.55%,-21.83%,,86.91%,4.28%
"NIQ","NYSE","NIQ Global Intelligence plc","Technology","Software - Application",3290.77,11.15,1.46%,1500015,1472.21,1.02,-0.62%,30.72%,2.86%,-34.95%,-32.38%,,5.33%,325.26%,-22.26%,11.06%,84.80%,-0.70%,20.93%,10.35%
"PTRN","NASD","Pattern Group Inc","Technology","Software - Application",5114.96,28.92,-0.89%,2414919,1843.85,1.31,-1.63%,47.55%,113.12%,114.38%,150.61%,,5.22%,140.97%,83.13%,43.18%,,4.46%,14.55%,10.32%
"BAND","NASD","Bandwidth Inc","Technology","Software - Infrastructure",2205.17,68.88,-2.94%,664409,1341.07,0.50,-12.19%,30.38%,258.94%,394.83%,345.83%,336.78%,8.10%,25.87%,39.38%,19.82%,26.43%,2.36%,72.48%,12.06%
"BLZE","NASD","Backblaze Inc","Technology","Software - Infrastructure",823.80,13.73,-8.34%,2321051,3290.41,0.71,-22.99%,69.30%,259.42%,177.94%,194.64%,162.02%,9.48%,47.07%,39.88%,11.71%,37.88%,-5.61%,48.63%,4.86%
"NTSK","NASD","Netskope Inc","Technology","Software - Infrastructure",5452.97,13.50,1.89%,4278826,5689.07,0.75,8.70%,53.23%,39.46%,-17.68%,-23.03%,,10.57%,62.65%,-40.26%,27.80%,,-9.08%,35.82%,11.41%
