"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"AAPL","NASD","Apple Inc","Technology","Consumer Electronics",4948317.31,336.91,1.17%,49483671,55151.67,0.90,3.16%,22.45%,24.29%,35.83%,23.93%,57.52%,2.47%,17.43%,22.04%,16.60%,13.08%,0.00%,66.05%,1.00%,6.27%,9.75%,21.90%
"JNJ","NYSE","Johnson & Johnson","Healthcare","Drug Manufacturers - General",640912.52,265.95,0.97%,9465971,8204.45,1.15,6.88%,8.60%,16.90%,20.81%,28.51%,58.02%,2.10%,8.28%,-0.92%,6.64%,9.95%,0.43%,76.19%,1.14%,3.46%,9.61%,18.19%
"KO","NYSE","Coca-Cola Co","Consumer Defensive","Beverages - Non-Alcoholic",361709.70,84.07,2.21%,19915051,17406.97,1.14,2.37%,4.54%,9.71%,15.35%,20.25%,21.54%,1.36%,8.94%,17.81%,12.75%,7.57%,0.09%,76.63%,1.12%,1.54%,3.24%,11.14%
"VZ","NYSE","Verizon Communications Inc","Communication Services","Telecom Services",197587.45,47.32,2.03%,30270383,27223.47,1.11,8.78%,2.71%,2.03%,19.74%,16.18%,9.84%,2.74%,6.14%,-22.30%,-0.73%,5.95%,-0.04%,69.76%,2.05%,9.16%,4.09%,6.36%
"ABT","NYSE","Abbott Laboratories","Healthcare","Medical Devices",182001.97,104.49,1.39%,11612077,13355.09,0.87,2.78%,12.07%,14.66%,-2.73%,-16.60%,-17.43%,2.12%,7.03%,-48.22%,13.02%,9.27%,-1.96%,81.39%,1.44%,8.50%,13.95%,-4.03%
"T","NYSE","AT&T Inc","Communication Services","Telecom Services",167335.26,24.42,1.20%,74229723,59945.96,1.24,11.25%,8.92%,-6.79%,3.52%,-1.69%,-12.79%,3.61%,10.30%,6.92%,2.30%,11.13%,0.10%,69.64%,1.57%,12.19%,6.62%,-3.24%
"SHOP","NASD","Shopify Inc","Technology","Software - Application",164645.83,126.88,11.54%,10181374,10166.45,1.00,1.93%,13.67%,0.83%,-7.98%,-21.18%,1.97%,4.63%,30.18%,15.33%,34.32%,31.07%,-2.36%,64.91%,2.18%,4.96%,11.19%,-5.20%
"BMY","NYSE","Bristol-Myers Squibb Co","Healthcare","Drug Manufacturers - General",127751.99,62.56,0.76%,10313551,11828.40,0.87,3.99%,12.94%,6.56%,14.47%,15.98%,29.18%,2.15%,3.17%,103.45%,-6.36%,-4.20%,0.28%,82.54%,2.21%,5.79%,8.66%,13.40%
"NOW","NYSE","ServiceNow Inc","Technology","Software - Application",109149.04,105.56,6.86%,32384008,27444.63,1.18,0.82%,17.92%,17.07%,-20.70%,-31.09%,-45.52%,6.22%,16.06%,-21.91%,24.01%,20.22%,-3.14%,86.66%,5.44%,1.45%,1.03%,-16.44%
"LYG","NYSE","Lloyds Banking Group plc ADR","Financial","Banks - Regional",89000.86,6.13,1.83%,15570021,21332.40,0.73,4.25%,6.61%,14.79%,9.66%,15.66%,41.90%,1.50%,43.11%,54.90%,18.14%,25.38%,0.00%,4.28%,0.02%,2.41%,8.43%,15.00%
"GM","NYSE","General Motors Company","Consumer Cyclical","Auto Manufacturers",76373.38,87.04,5.32%,9867638,8048.93,1.23,14.83%,10.84%,11.52%,9.24%,7.03%,63.00%,4.50%,26.29%,-25.99%,1.92%,15.12%,-1.50%,89.92%,2.79%,11.35%,9.72%,13.44%
"ORLY","NASD","O'Reilly Automotive Inc","Consumer Cyclical","Auto Parts",75073.30,90.59,3.65%,13377481,7675.67,1.74,7.17%,4.25%,-2.73%,-8.71%,-0.68%,-7.24%,2.61%,9.77%,15.10%,10.24%,10.59%,-2.05%,86.46%,2.79%,3.91%,2.49%,-2.96%
"NU","NYSE","Nu Holdings Ltd","Financial","Banks - Regional",70186.94,14.53,3.12%,68234752,72566.52,0.94,3.86%,16.61%,0.14%,-19.46%,-13.20%,14.14%,3.75%,44.39%,55.93%,56.14%,35.18%,-0.17%,59.65%,4.25%,5.07%,11.53%,-3.99%
"BSX","NYSE","Boston Scientific Corp","Healthcare","Medical Devices",67644.01,45.51,2.85%,20033443,20173.39,0.99,3.98%,2.96%,-26.68%,-50.81%,-52.27%,-57.12%,2.32%,9.69%,98.72%,11.58%,10.39%,-2.10%,91.51%,1.91%,3.31%,-3.77%,-38.64%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",63813.36,48.19,1.05%,13742884,25828.72,0.53,8.15%,3.15%,71.13%,128.93%,100.62%,132.47%,4.11%,76.05%,153.39%,40.64%,31.41%,-0.96%,92.80%,4.94%,4.57%,7.29%,65.97%
"INFY","NYSE","Infosys Ltd ADR","Technology","Information Technology Services",47473.69,11.70,5.31%,47792484,20759.97,2.30,3.45%,10.69%,-9.02%,-35.86%,-34.34%,-32.64%,3.32%,-0.78%,3.90%,3.06%,3.22%,-0.97%,11.89%,4.11%,5.58%,0.55%,-20.89%
"ITUB","NYSE","Itau Unibanco Holding SA ADR","Financial","Banks - Regional",45228.30,8.37,1.09%,19920473,22810.92,0.87,0.60%,4.23%,-5.42%,0.97%,16.90%,35.34%,1.42%,20.01%,16.43%,-0.25%,13.55%,-2.66%,22.75%,0.50%,0.61%,4.13%,4.96%
"CMG","NYSE","Chipotle Mexican Grill","Consumer Cyclical","Restaurants",42586.77,33.20,4.44%,13237727,19566.54,0.68,0.21%,2.85%,-2.95%,-18.77%,-10.27%,-29.00%,3.76%,-3.08%,-18.13%,7.41%,10.64%,-0.56%,91.83%,3.98%,-2.49%,1.96%,-5.23%
"KVUE","NYSE","Kenvue Inc","Consumer Defensive","Household & Personal Products",37401.77,19.48,1.04%,20908705,20465.21,1.02,2.42%,2.74%,11.38%,9.44%,12.93%,-14.71%,1.30%,10.86%,47.40%,4.49%,7.23%,-2.56%,94.14%,3.21%,1.42%,6.22%,11.58%
"MSTR","NASD","Strategy Inc","Technology","Software - Application",34571.66,98.65,7.61%,17371555,20173.99,0.86,0.85%,15.61%,-42.32%,-39.52%,-35.08%,-75.70%,4.98%,124.26%,-132.03%,11.92%,,7.20%,57.51%,12.20%,3.08%,-17.09%,-39.21%
"KHC","NASD","Kraft Heinz Co","Consumer Defensive","Packaged Foods",31091.09,26.22,2.14%,16613782,13848.03,1.20,1.39%,11.72%,19.51%,13.02%,8.12%,-8.58%,2.17%,-20.73%,12.64%,0.80%,-5.90%,-0.69%,88.27%,7.82%,3.74%,8.48%,9.56%
"HPQ","NYSE","HP Inc","Technology","Computer Hardware",24280.58,26.55,3.11%,13925544,18425.10,0.76,9.62%,15.84%,34.16%,36.64%,19.17%,3.39%,3.69%,-3.07%,14.55%,11.05%,2.04%,2.90%,94.10%,9.87%,10.79%,10.23%,18.24%
"VTRS","NASD","Viatris Inc","Healthcare","Drug Manufacturers - Specialty & Generic",20697.88,17.64,2.29%,9761897,10916.89,0.89,3.80%,9.74%,20.87%,33.50%,41.65%,87.41%,3.41%,4.29%,105.88%,8.50%,6.79%,1.79%,85.15%,4.11%,5.04%,7.63%,27.88%
"TSCO","NASD","Tractor Supply Co","Consumer Cyclical","Specialty Retail",16677.50,31.80,2.51%,12914176,12836.10,1.01,4.95%,3.41%,-13.45%,-41.85%,-36.41%,-46.40%,3.65%,-5.30%,-14.90%,2.29%,3.11%,-5.19%,93.93%,5.74%,3.83%,3.86%,-29.11%
"OWL","NYSE","Blue Owl Capital Inc","Financial","Asset Management",15091.61,9.68,2.43%,13576917,24177.19,0.56,3.53%,14.15%,5.45%,-36.06%,-35.21%,-51.65%,3.57%,3.92%,744.44%,10.29%,10.25%,1.76%,100.86%,20.41%,4.25%,1.99%,-19.82%
"JBS","NYSE","JBS NV","Consumer Defensive","Packaged Foods",14478.31,13.55,10.34%,12200751,6990.17,1.75,12.64%,12.64%,-18.47%,-13.31%,-6.03%,1.27%,2.33%,-27.59%,-17.13%,,2.11%,0.91%,16.60%,9.17%,11.96%,9.99%,-6.00%
"PINS","NYSE","Pinterest Inc","Communication Services","Internet Content & Information",13163.70,23.50,6.19%,9332390,17876.56,0.52,3.02%,20.64%,17.97%,-9.30%,-9.23%,-38.01%,2.96%,18.54%,-996.12%,17.84%,15.84%,-5.36%,98.84%,12.16%,4.41%,10.84%,1.96%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",10809.81,17.92,13.49%,61914091,36949.43,1.68,7.76%,34.53%,-19.06%,-37.78%,-34.00%,-54.97%,6.71%,-218.15%,51.19%,2167.95%,,8.63%,32.47%,8.33%,15.53%,7.98%,-31.41%
"COMP","NYSE","Compass Inc","Real Estate","Real Estate Services",8935.85,11.80,6.59%,15596024,14078.11,1.11,0.51%,6.79%,50.32%,-11.48%,11.64%,63.43%,4.69%,225.97%,128.96%,99.38%,,27.43%,84.55%,7.02%,-0.59%,18.30%,23.15%
"AVTR","NYSE","Avantor Inc","Healthcare","Medical Instruments & Supplies",8029.20,11.76,2.80%,16504906,9802.10,1.68,10.32%,16.67%,48.86%,-0.34%,2.62%,-17.24%,4.97%,-12.40%,-32.28%,0.00%,0.96%,-0.97%,100.00%,8.46%,9.90%,21.27%,14.94%
"EQX","AMEX","Equinox Gold Corp","Basic Materials","Gold",7512.80,9.52,2.59%,13963473,11937.86,1.17,9.68%,1.17%,-33.57%,-41.20%,-32.19%,48.98%,3.57%,82.04%,249.52%,103.34%,33.34%,0.84%,66.22%,5.47%,0.61%,-10.61%,-28.26%
"CAG","NYSE","Conagra Brands Inc","Consumer Defensive","Packaged Foods",7293.34,15.24,3.18%,15851763,17899.91,0.89,4.10%,10.60%,7.55%,-12.91%,-11.96%,-20.67%,4.20%,-15.85%,-731.99%,3.61%,-2.99%,3.12%,87.81%,10.39%,6.99%,11.10%,-5.96%
"CLF","NYSE","Cleveland-Cliffs Inc","Basic Materials","Steel",6989.11,12.25,2.68%,43332991,20595.37,2.10,36.41%,13.85%,25.51%,-18.82%,-7.76%,7.08%,6.40%,91.07%,73.98%,5.92%,,2.31%,84.15%,14.81%,24.59%,8.48%,6.40%
"GGB","NYSE","Gerdau SA ADR","Basic Materials","Steel",6003.16,4.83,0.42%,11014568,17914.20,0.61,3.21%,16.67%,12.06%,9.28%,30.89%,58.36%,2.22%,298.24%,54.07%,7.03%,62.91%,-4.95%,25.34%,1.91%,7.55%,6.71%,20.06%
"TME","NYSE","Tencent Music Entertainment Group ADR","Communication Services","Internet Content & Information",5582.14,9.33,5.30%,11606480,9699.95,1.20,1.74%,14.34%,-0.11%,-44.46%,-46.78%,-56.20%,2.58%,-14.37%,-49.10%,12.79%,2.27%,-0.80%,74.30%,5.01%,5.60%,4.84%,-33.62%
"ONDS","NASD","Ondas Inc","Technology","Communication Equipment",4570.10,8.02,2.82%,66260579,84635.39,0.78,16.74%,4.50%,-23.98%,-34.10%,-17.83%,276.53%,9.40%,180.23%,496.37%,1079.85%,,8.59%,36.21%,43.91%,6.92%,-11.38%,-14.44%
"AMBP","NYSE","Ardagh Metal Packaging SA","Consumer Cyclical","Packaging & Containers",2892.90,4.84,1.26%,11161029,1894.84,5.89,7.56%,7.56%,20.70%,9.75%,18.05%,28.72%,7.21%,29.31%,3547.06%,17.73%,18.58%,0.85%,19.61%,7.00%,3.87%,10.99%,16.31%
"AMC","NYSE","AMC Entertainment Holdings Inc","Communication Services","Entertainment",2240.43,2.51,10.57%,50680877,43066.21,1.18,2.03%,32.80%,53.05%,60.90%,60.90%,-22.77%,13.46%,82.34%,-46.30%,14.22%,,-0.27%,28.70%,5.59%,23.07%,27.33%,39.53%
"GENI","NYSE","Genius Sports Limited","Communication Services","Internet Content & Information",1945.01,7.27,12.19%,11946014,6163.86,1.94,7.70%,33.64%,62.64%,-24.82%,-34.03%,-31.67%,6.41%,92.42%,-523.94%,30.53%,,-9.72%,84.75%,14.16%,12.73%,19.39%,-3.73%
"ASAN","NYSE","Asana Inc","Technology","Software - Application",1786.45,7.75,12.97%,9155620,6174.03,1.48,1.97%,21.28%,21.28%,-30.43%,-43.47%,-47.99%,8.31%,38.07%,64.50%,9.52%,28.76%,25.13%,44.93%,39.51%,6.02%,7.63%,-18.25%
"FBRX","NASD","Forte Biosciences Inc","Healthcare","Biotechnology",1566.63,76.50,39.65%,17538528,499.60,35.11,61.09%,308.87%,178.69%,139.81%,180.53%,559.48%,11.95%,18.59%,9.65%,,6.38%,15.40%,58.75%,11.55%,91.29%,178.69%,203.89%
"SBET","NASD","Sharplink Inc","Financial","Capital Markets",1355.09,6.38,9.81%,10120228,8768.98,1.15,3.91%,39.91%,-12.72%,-34.56%,-28.64%,-70.99%,5.72%,76.67%,-77.16%,1525.66%,,-0.70%,42.17%,20.21%,12.57%,11.85%,-24.26%
"LVWR","NYSE","LiveWire Group Inc","Consumer Cyclical","Auto Manufacturers",497.57,2.43,66.44%,74453107,2079.54,35.80,194.69%,140.59%,19.12%,-8.99%,-45.02%,-42.55%,25.50%,,4.00%,55.20%,,-1.46%,1.95%,31.89%,149.79%,110.44%,-8.12%
"ENTX","NASD","Entera Bio Ltd","Healthcare","Biotechnology",193.21,3.92,91.22%,82799679,1027.30,80.60,96.98%,170.34%,250.00%,145.00%,102.06%,110.75%,7.84%,-36.00%,-23.99%,-100.00%,,-10.43%,15.97%,0.75%,104.78%,155.69%,131.45%
"GOSS","NASD","Gossamer Bio Inc","Healthcare","Biotechnology",97.47,0.20,46.62%,308395698,15112.69,20.41,41.42%,20.70%,-45.02%,-92.61%,-93.57%,-89.16%,12.00%,47.20%,-23.41%,71.45%,,-3.61%,57.33%,16.29%,22.32%,9.59%,-86.07%
"BIYA","NASD","Baiya International Group Inc","Technology","Software - Application",26.27,4.17,116.06%,85119226,3639.38,23.39,18.80%,4.35%,-53.67%,-90.59%,-89.22%,-97.94%,71.01%,,-1798.14%,53.15%,,,0.00%,3.37%,4.40%,-34.41%,-88.31%
