"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"MSFT","NASD","Microsoft Corp","Technology","Software - Infrastructure",3757771.50,506.06,1.21%,31139935,41224.67,0.76,3.78%,31.41%,21.91%,26.16%,4.64%,-3.06%,2.86%,13.95%,31.65%,17.75%,18.01%,-2.24%,75.38%,1.26%,17.80%,23.85%,16.87%,0.52%
"XOM","NYSE","ExxonMobil Holdings Corp","Energy","Oil & Gas Integrated",657042.41,159.79,4.41%,17869146,16459.40,1.09,3.05%,15.06%,10.53%,7.21%,32.78%,49.62%,2.39%,62.38%,112.81%,43.14%,14.43%,-0.75%,67.72%,1.04%,4.56%,8.89%,13.78%,3.42%
"BAC","NYSE","Bank Of America Corp","Financial","Banks - Diversified",446556.92,63.86,1.09%,25386927,35806.24,0.71,2.21%,7.02%,24.46%,12.97%,16.11%,38.80%,1.54%,21.92%,35.31%,0.28%,15.61%,-2.87%,78.56%,1.39%,3.02%,8.89%,18.43%,1.11%
"ORCL","NYSE","Oracle Corp","Technology","Software - Infrastructure",435095.14,151.05,2.74%,24009363,31176.55,0.77,6.49%,7.40%,-22.91%,5.76%,-22.50%,-39.59%,5.42%,5.61%,21.36%,20.63%,26.50%,-1.66%,44.21%,2.92%,15.80%,-5.14%,-15.47%,1.88%
"PLTR","NASD","Palantir Technologies Inc","Technology","Software - Infrastructure",421094.00,175.23,1.87%,56883590,43359.40,1.31,39.46%,38.20%,27.16%,28.94%,-1.42%,-6.27%,6.74%,112.35%,221.57%,92.83%,66.12%,-0.99%,57.25%,3.54%,27.63%,31.52%,15.10%,2.47%
"CVX","NYSE","Chevron Corp","Energy","Oil & Gas Integrated",385097.58,194.91,4.48%,12108938,9040.51,1.34,0.90%,10.49%,7.32%,7.77%,27.89%,25.74%,2.02%,109.37%,323.28%,51.12%,20.44%,0.86%,74.27%,1.04%,2.67%,6.46%,10.43%,3.19%
"NFLX","NASD","Netflix Inc","Communication Services","Entertainment",317666.98,76.29,2.90%,26834668,43304.98,0.62,4.04%,3.98%,-12.80%,-7.19%,-18.63%,-37.04%,2.44%,42.21%,11.06%,13.41%,21.80%,0.36%,83.59%,2.41%,5.90%,1.09%,-15.13%,3.38%
"BABA","NYSE","Alibaba Group Holding Ltd ADR","Consumer Cyclical","Internet Retail",317179.00,132.32,3.04%,9257506,12561.74,0.74,3.94%,17.80%,-5.53%,-18.58%,-9.73%,9.94%,2.26%,60.95%,114.38%,8.17%,42.09%,-4.82%,10.91%,1.76%,10.28%,16.14%,-5.43%,2.88%
"SHOP","NASD","Shopify Inc","Technology","Software - Application",201369.32,155.18,2.38%,10622541,10455.78,1.02,32.62%,26.64%,40.55%,38.49%,-3.60%,3.72%,5.35%,33.13%,67.20%,33.69%,32.29%,1.88%,63.92%,2.20%,21.51%,29.26%,17.03%,3.15%
"T","NYSE","AT&T Inc","Communication Services","Telecom Services",164799.87,24.05,1.09%,42661189,63577.33,0.67,1.95%,13.82%,-4.41%,-11.35%,-3.18%,-14.35%,2.34%,10.32%,6.92%,2.30%,11.13%,-0.20%,70.06%,1.57%,4.14%,6.10%,-4.25%,1.99%
"CRM","NYSE","Salesforce Inc","Technology","Software - Application",161760.68,197.51,2.47%,9374867,14923.10,0.63,6.22%,20.93%,8.63%,3.22%,-25.44%,-17.88%,3.09%,13.06%,52.27%,13.27%,12.76%,-2.89%,91.41%,5.86%,10.94%,14.45%,-2.88%,3.86%
"UBER","NYSE","Uber Technologies Inc","Technology","Software - Application",159380.97,78.03,4.01%,26978354,20484.14,1.32,8.97%,4.68%,3.42%,4.36%,-4.50%,-12.87%,3.51%,-29.97%,85.08%,12.17%,5.43%,-2.05%,80.14%,2.66%,9.42%,8.54%,0.10%,3.45%
"PFE","NYSE","Pfizer Inc","Healthcare","Drug Manufacturers - General",154176.16,27.05,1.08%,47444156,41848.19,1.13,8.07%,11.92%,5.33%,-0.62%,8.63%,10.05%,2.43%,-7.78%,-108.60%,2.60%,-8.31%,-0.44%,69.67%,2.88%,7.22%,7.80%,4.53%,1.75%
"NOW","NYSE","ServiceNow Inc","Technology","Software - Application",131772.97,127.44,2.05%,17044147,27743.25,0.61,11.60%,18.32%,39.77%,26.50%,-16.81%,-26.97%,4.78%,16.01%,-21.91%,24.01%,20.17%,-2.88%,86.58%,5.44%,16.80%,18.34%,3.57%,2.18%
"NEM","NYSE","Newmont Corp","Basic Materials","Gold",123555.96,117.26,3.79%,9994470,8032.08,1.24,22.95%,23.06%,0.64%,1.68%,17.44%,69.99%,2.81%,37.37%,11.35%,16.93%,19.72%,-7.43%,81.32%,1.89%,21.22%,19.10%,12.07%,1.97%
"ABNB","NASD","Airbnb Inc","Consumer Cyclical","Travel Services",110289.95,184.70,3.72%,9049762,4025.03,2.25,22.61%,24.28%,30.54%,51.17%,36.09%,52.62%,4.05%,30.42%,33.06%,16.54%,22.20%,-3.45%,60.05%,3.47%,22.30%,27.81%,38.22%,3.36%
"FCX","NYSE","Freeport-McMoRan Inc","Basic Materials","Copper",101253.59,70.51,1.28%,11791967,14327.57,0.82,10.80%,14.75%,14.51%,16.49%,39.32%,69.30%,3.07%,65.30%,27.43%,-8.48%,35.24%,-2.05%,88.41%,2.00%,10.93%,9.94%,22.03%,1.10%
"CVNA","NYSE","Carvana Co","Consumer Cyclical","Auto & Truck Dealerships",81610.40,74.16,4.67%,11915503,10727.15,1.11,12.14%,12.65%,-4.85%,-8.14%,-12.14%,6.69%,4.36%,-4.51%,63.95%,52.40%,17.67%,-0.95%,98.73%,11.41%,11.58%,11.08%,2.54%,4.45%
"SLB","NYSE","SLB Ltd","Energy","Oil & Gas Equipment & Services",78956.43,53.20,5.28%,10050555,14086.01,0.71,7.89%,11.39%,-0.13%,4.93%,38.61%,61.85%,3.29%,-15.22%,-29.69%,4.87%,8.38%,5.20%,92.67%,4.28%,8.16%,6.13%,12.50%,4.81%
"BSX","NYSE","Boston Scientific Corp","Healthcare","Medical Devices",73128.12,50.46,2.33%,18988814,20934.96,0.91,4.19%,12.71%,-6.43%,-33.84%,-47.08%,-51.08%,3.08%,7.95%,15.25%,7.53%,7.19%,-1.90%,93.85%,1.96%,10.08%,9.88%,-29.61%,1.86%
