"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"GRML","NASD","Greenland Mines Ltd","Basic Materials","Other Precious Metals & Mining",44.96,14.15,50.21%,100106672,3832.19,26.12,354.98%,39.62%,10.50%,-32.38%,-2.08%,-48.55%,21.17%,,75.84%,,,,24.00%,22.43%,175.36%,78.38%,-7.42%,3.28%
"AEMD","NASD","Aethlon Medical Inc","Healthcare","Medical Devices",10.54,6.57,3.96%,732770,2541.22,0.29,346.94%,140.66%,-3.38%,-42.87%,-52.56%,-83.13%,19.85%,87.76%,90.52%,,76.48%,2.32%,3.31%,29.22%,135.40%,123.99%,-27.19%,5.97%
"USDE","NASD","StableCoinX Inc","Financial","Capital Markets",368.12,13.54,7.46%,5147362,5411.99,0.95,121.24%,82.73%,34.06%,32.10%,14.75%,0.94%,22.72%,,-2093.88%,,,8.31%,1.53%,5.91%,68.34%,188.99%,39.30%,4.23%
"VEEE","NASD","Twin Vee PowerCats Co","Consumer Cyclical","Recreational Vehicles",8.76,14.99,-13.05%,796918,2651.37,0.30,66.56%,44.90%,165.31%,10.24%,-76.72%,-83.05%,17.58%,,84.25%,-34.22%,,-2.40%,3.16%,5.77%,46.91%,9.32%,-36.87%,-13.55%
"SECZ","NYSE","Securitize Corp","Technology","Software - Application",2122.46,13.00,-3.70%,6280042,2127.14,2.95,63.11%,112.07%,22.07%,20.15%,15.45%,22.18%,16.48%,-533.63%,-5304.17%,,115.68%,5.17%,5.74%,2.18%,59.06%,74.89%,24.78%,0.31%
"EAF","NYSE","GrafTech International Ltd","Industrials","Electrical Equipment & Parts",292.49,11.21,19.76%,1258035,425.57,2.96,57.22%,64.13%,59.69%,86.21%,-27.72%,-13.24%,16.09%,5.97%,54.02%,-3.40%,,-0.23%,41.15%,9.54%,53.64%,54.63%,18.89%,18.00%
"TJGC","NASD","TJGC Group Ltd","Communication Services","Advertising Agencies",170.69,16.90,-3.87%,77418,1101.31,0.07,53.78%,262.66%,293.02%,1028.92%,515.66%,211.23%,22.44%,,61.56%,-25.27%,,38.59%,0.87%,6.90%,53.69%,136.25%,285.02%,-3.87%
"AEHL","NASD","Antelope Enterprise Holdings Ltd","Industrials","Building Products & Equipment",146.60,7.73,11.71%,285290,1725.29,0.17,49.81%,23.09%,-52.63%,-70.90%,-95.45%,-97.32%,54.08%,,,,,0.33%,0.06%,2.59%,10.23%,2.03%,-84.95%,1.31%
"QMLS","NASD","QumulusAI Inc","Technology","Software - Infrastructure",269.67,8.06,-0.49%,611587,490.24,1.25,46.41%,37.54%,,,-78.79%,,16.78%,,-1134.12%,258.73%,,92.71%,3.41%,3.61%,27.87%,14.64%,14.64%,-0.49%
"VICR","NASD","Vicor Corp","Technology","Electronic Components",12372.28,268.34,19.85%,1970401,887.17,2.22,45.86%,33.81%,-20.17%,55.05%,144.84%,390.39%,5.68%,37.09%,14.17%,49.25%,44.85%,4.60%,52.88%,6.93%,36.46%,27.25%,28.55%,11.33%
"ALAB","NASD","Astera Labs Inc","Technology","Semiconductors",63054.89,363.46,6.67%,5442048,4473.96,1.22,43.92%,27.54%,-8.45%,193.42%,118.48%,53.16%,6.36%,117.07%,190.33%,104.45%,64.96%,4.20%,74.59%,6.33%,24.14%,19.57%,55.84%,8.50%
"GRAL","NASD","GRAIL Inc","Healthcare","Diagnostics & Research",4847.18,108.52,0.51%,3256475,757.77,4.30,43.00%,36.43%,77.58%,120.88%,26.79%,143.97%,9.41%,13.37%,19.70%,25.72%,4.47%,5.51%,85.87%,20.29%,32.39%,43.90%,50.03%,1.66%
"FWDI","NASD","Forward Industries Inc","Financial","Capital Markets",635.08,8.60,5.26%,2407070,1738.70,1.38,41.45%,67.32%,108.74%,76.41%,30.11%,-69.16%,9.95%,59.50%,-2.96%,332.09%,,1.45%,44.06%,9.73%,29.85%,63.79%,62.05%,5.26%
"ARM","NASD","Arm Holdings Plc ADR","Technology","Semiconductors",355857.61,333.20,3.19%,7365885,5554.36,1.33,37.78%,36.94%,-9.06%,143.41%,204.82%,130.62%,6.12%,25.92%,105.16%,22.41%,32.59%,0.68%,9.27%,1.57%,29.16%,27.30%,59.28%,4.32%
"GEMI","NASD","Gemini Space Station Inc","Financial","Capital Markets",771.43,5.95,-0.67%,3595213,2218.42,1.62,36.62%,39.02%,34.31%,3.12%,-40.02%,-74.61%,13.11%,55.02%,21.93%,-47.66%,36.16%,6.63%,12.21%,24.65%,26.35%,35.29%,-4.30%,-1.73%
"VKTX","NASD","Viking Therapeutics Inc","Healthcare","Biotechnology",4765.27,40.85,35.67%,40960983,2303.93,17.78,36.39%,20.54%,17.35%,25.50%,16.12%,55.62%,5.80%,-44.59%,-88.32%,,-4.70%,2.16%,65.04%,19.65%,24.89%,20.74%,22.64%,10.41%
"DFDV","NASD","DeFi Development Corp","Financial","Asset Management",204.86,6.28,-3.53%,2530288,1393.51,1.82,35.34%,59.39%,123.49%,47.42%,24.36%,-59.90%,11.27%,23.25%,-224.98%,66.87%,56.91%,-0.29%,13.54%,19.55%,17.41%,59.54%,46.39%,1.62%
"ABSI","NASD","Absci Corp","Healthcare","Biotechnology",1837.99,10.71,9.06%,8357426,4453.37,1.88,34.89%,12.15%,44.53%,265.53%,206.88%,298.14%,8.12%,5.21%,11.98%,-46.37%,15.88%,18.27%,83.53%,24.84%,19.79%,22.53%,91.35%,7.10%
"AXTI","NASD","AXT Inc","Technology","Semiconductor Equipment & Materials",5100.94,77.79,-2.68%,7606627,10346.35,0.74,34.82%,9.97%,-0.15%,20.72%,375.78%,1413.42%,7.92%,308.78%,208.25%,164.77%,,27.12%,71.64%,14.63%,20.40%,21.53%,34.65%,1.51%
