"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"DFNS","NASD","T3 Defense Inc","Industrials","Aerospace & Defense",85.88,84.98,69.22%,9412836,2660.00,3.54,2078.97%,297.57%,52.77%,-71.44%,-83.13%,-90.10%,80.64%,,-105.31%,,,,1.95%,15.36%,391.47%,206.17%,-73.58%
"PN","NASD","PN Smart Energy Ltd","Technology","Solar",338.75,23.67,120.80%,8384880,1885.29,4.45,150.74%,527.85%,971.04%,98.47%,63.06%,-68.01%,31.43%,,-2920.83%,43.12%,,-32.10%,0.01%,4.49%,261.07%,385.85%,146.64%
"MF","NASD","MindForge Inc","Communication Services","Advertising Agencies",17.92,8.96,31.19%,888612,1305.17,0.68,56.64%,45.45%,-72.43%,-82.08%,-82.08%,-88.40%,21.83%,,-300.92%,-32.59%,,-5.21%,0.04%,3.69%,64.89%,70.49%,-73.61%
"SPRC","NASD","SciSparc Ltd","Healthcare","Biotechnology",4.99,8.70,-4.29%,721751,903.13,0.80,52.10%,57.61%,-3.65%,15.70%,-28.92%,-84.61%,29.62%,,,,,-3.89%,0.55%,1.79%,61.59%,31.13%,-21.07%
"HURN","NASD","Huron Consulting Group Inc","Industrials","Consulting Services",2605.43,163.76,-3.88%,956034,306.86,3.12,49.98%,81.63%,27.46%,-3.23%,-5.29%,24.13%,10.04%,17.47%,74.33%,15.37%,9.29%,-6.18%,107.63%,4.26%,41.69%,51.29%,17.11%
"MKTX","NASD","MarketAxess Holdings Inc","Financial","Capital Markets",5784.41,162.76,29.45%,9444059,670.97,14.08,42.38%,43.41%,1.24%,-3.44%,-10.20%,-22.53%,2.70%,6.17%,447.22%,13.81%,8.36%,4.68%,109.50%,5.97%,37.27%,34.70%,3.14%
"SAFT","NASD","Safety Insurance Group Inc","Financial","Insurance - Property & Casualty",1515.18,103.19,0.09%,403370,183.83,2.19,41.47%,37.84%,36.87%,35.83%,32.45%,46.97%,1.05%,-17.96%,-166.82%,4.47%,,0.93%,86.25%,2.15%,25.65%,36.00%,37.10%
"EFOR","NYSE","Everforth Inc","Technology","Information Technology Services",1130.37,27.57,17.77%,1852739,1154.88,1.60,40.38%,54.28%,20.29%,-44.09%,-42.77%,-46.81%,6.62%,-20.06%,-48.00%,-1.33%,6.30%,-2.95%,105.02%,10.56%,41.25%,40.14%,-23.51%
"RNG","NYSE","RingCentral Inc","Technology","Software - Application",4465.91,53.48,-7.12%,2349563,2009.58,1.17,38.48%,37.20%,33.07%,98.15%,85.18%,102.35%,10.70%,15.30%,215.14%,5.90%,12.25%,9.92%,102.78%,12.17%,22.13%,28.45%,53.07%
"INLF","NASD","INLIF Ltd","Industrials","Specialty Industrial Machinery",5.45,5.18,21.31%,2128355,2040.31,1.04,38.13%,-54.96%,-99.15%,-99.59%,-99.66%,-99.85%,36.14%,,-318.91%,-10.21%,,,0.35%,5.07%,40.13%,-98.39%,-99.57%
