"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"CPHI","AMEX","China Pharma Holdings Inc","Healthcare","Drug Manufacturers - Specialty & Generic",328.27,8.10,790.11%,85208600,2390.80,35.64,1217.50%,950.45%,1118.05%,548.00%,569.42%,357.63%,65.09%,,81.48%,-13.44%,,-7.95%,0.06%,0.06%
"UTZ","NYSE","Utz Brands Inc","Consumer Defensive","Packaged Foods",2023.04,14.06,88.72%,61811585,1940.60,31.85,87.97%,99.43%,84.51%,36.64%,35.45%,0.21%,4.93%,-5.21%,-122.40%,2.62%,4.40%,-0.50%,84.77%,11.08%
"LCID","NASD","Lucid Group Inc","Consumer Cyclical","Auto Manufacturers",2856.68,7.32,2.95%,12297626,20536.64,0.60,58.44%,36.57%,8.44%,-27.67%,-30.75%,-74.04%,45.19%,12.59%,-43.50%,20.17%,29.16%,0.11%,16.51%,36.92%
"NUAI","NASD","New Era Energy & Digital Inc","Technology","Software - Infrastructure",598.63,5.91,14.76%,15977873,7808.28,2.05,42.07%,-5.44%,29.04%,36.49%,101.71%,1093.46%,11.97%,58.65%,32.44%,145.78%,15.84%,8.19%,14.02%,21.62%
"MAAS","NASD","Maase Inc","Financial","Asset Management",8705.84,19.99,11.49%,75081,166.71,0.45,41.67%,5.77%,93.33%,263.45%,270.19%,444.69%,20.60%,,99.85%,-99.73%,,118.17%,0.00%,0.18%
"ANL","NASD","Adlai Nortye Ltd ADR","Healthcare","Biotechnology",446.42,13.00,8.51%,315126,238.46,1.32,41.30%,28.71%,-21.69%,622.22%,815.49%,755.26%,14.00%,19.82%,,,-6.54%,12.10%,24.24%,10.72%
"IOVA","NASD","Iovance Biotherapeutics Inc","Healthcare","Biotechnology",2446.83,5.48,9.16%,20242125,15282.26,1.32,39.44%,40.15%,44.97%,132.20%,100.73%,120.08%,12.89%,49.70%,47.50%,44.82%,,1.31%,54.52%,25.92%
"ADVB","NASD","Advanced Biomed Inc","Healthcare","Diagnostics & Research",11.69,7.08,-20.45%,1764444,1018.97,1.73,39.10%,38.82%,41.60%,19.59%,21.32%,-44.88%,16.23%,,69.15%,,,-0.01%,0.08%,2.75%
"AEHR","NASD","Aehr Test Systems","Technology","Semiconductor Equipment & Materials",3212.59,98.91,27.86%,5194416,2628.66,1.98,37.36%,-14.22%,9.72%,243.32%,389.90%,501.28%,15.88%,2000.00%,143.11%,33.69%,,3.67%,69.89%,13.58%
"EUDA","NASD","Euda Health Holdings Limited","Real Estate","Real Estate Services",38.16,15.30,12.33%,5956,123.31,0.05,36.85%,-3.16%,159.32%,-58.65%,-66.88%,-75.24%,6.69%,,-563.66%,,,-49.88%,0.04%,0.25%
"XNCR","NASD","Xencor Inc","Healthcare","Biotechnology",1516.19,20.45,8.72%,1825854,865.96,2.11,36.79%,61.79%,59.77%,59.89%,33.57%,124.73%,9.65%,-213.22%,-160.68%,-86.20%,,-3.63%,110.00%,16.49%
"AGPU","NASD","Axe Compute Inc","Technology","Software - Infrastructure",108.61,9.54,9.53%,894139,1752.88,0.51,36.09%,33.99%,106.49%,48.37%,33.43%,-19.00%,10.97%,,93.37%,-67.99%,,10.88%,2.99%,4.14%
"FEIM","NASD","Frequency Electronics Inc","Technology","Communication Equipment",788.07,79.85,19.67%,398487,217.78,1.83,35.49%,9.65%,43.48%,36.16%,48.30%,243.86%,12.04%,1270.37%,-245.43%,-22.96%,,5.95%,73.33%,8.75%
"SDOT","NASD","Sadot Group Inc","Consumer Defensive","Farm Products",16.27,21.86,-16.37%,1083447,3772.99,0.29,33.37%,35.11%,-28.56%,-68.23%,-9.67%,-92.81%,41.76%,,-250.07%,-100.00%,,0.12%,0.63%,13.51%
"CDNA","NASD","Caredx Inc","Healthcare","Diagnostics & Research",1990.95,38.54,0.44%,1135301,887.37,1.28,33.22%,47.21%,81.02%,92.60%,104.56%,202.27%,6.48%,61.04%,128.24%,38.99%,38.15%,-0.53%,95.73%,17.85%
"MAN","NYSE","ManpowerGroup","Industrials","Staffing & Employment Services",2403.50,51.68,-2.69%,1571260,1199.87,1.31,31.90%,54.04%,62.16%,71.87%,73.83%,22.70%,7.55%,22.11%,178.22%,7.54%,30.24%,-3.53%,115.04%,14.77%
"ARMP","AMEX","Armata Pharmaceuticals Inc","Healthcare","Biotechnology",189.43,5.16,1.98%,270013,139.49,1.94,31.63%,-27.12%,-58.72%,-19.38%,-17.83%,116.81%,14.09%,20.73%,-1649.31%,60.69%,40.13%,8.16%,10.70%,3.82%
"ELVA","NASD","Electrovaya Inc","Industrials","Electrical Equipment & Parts",504.51,10.19,11.24%,1262118,958.43,1.32,29.15%,-2.21%,2.31%,3.77%,28.99%,171.01%,14.90%,40.31%,-4.37%,20.18%,67.11%,14.93%,30.03%,5.62%
"FWRD","NASD","Forward Air Corp","Industrials","Integrated Freight & Logistics",512.64,16.21,22.80%,2639012,1376.32,1.92,26.74%,19.02%,-29.86%,-43.28%,-35.16%,-40.10%,7.57%,55.59%,34.99%,-5.09%,,-7.57%,80.21%,9.60%
"RCEL","NASD","AVITA Medical Inc","Healthcare","Medical Devices",126.44,5.09,-0.97%,166208,301.11,0.55,26.62%,26.93%,1.80%,30.51%,47.54%,-2.30%,12.30%,39.67%,34.19%,3.98%,69.23%,2.75%,21.12%,10.59%
"ATAI","NASD","AtaiBeckley Inc","Healthcare","Biotechnology",2639.62,7.14,-0.76%,13809506,10549.23,1.31,25.84%,75.74%,45.61%,96.02%,74.45%,102.12%,6.23%,85.46%,44.43%,-38.65%,46.33%,15.65%,26.40%,10.29%
"DSGR","NASD","Distribution Solutions Group Inc","Industrials","Industrial Distribution",1537.91,34.51,0.04%,468165,112.41,4.16,25.10%,20.64%,26.01%,14.82%,26.01%,22.05%,1.02%,338.89%,-88.23%,3.76%,,-0.58%,14.71%,6.03%
"ASBP","NASD","Aspire Biopharma Holdings Inc","Healthcare","Biotechnology",9.76,7.54,14.59%,117224,798.60,0.15,25.04%,14.59%,-4.03%,-88.63%,-95.24%,-98.46%,6.13%,,95.93%,,,3.84%,0.99%,8.31%
"HELP","NASD","Helus Pharma Inc","Healthcare","Biotechnology",502.04,8.10,13.92%,5619656,1224.54,4.59,21.26%,73.45%,44.39%,4.65%,-0.98%,0.87%,6.63%,36.75%,8.35%,,36.86%,-8.61%,29.80%,6.15%
"SNAL","NASD","Snail Inc","Communication Services","Electronic Gaming & Multimedia",45.99,5.20,4.00%,181900,1504.97,0.12,20.37%,63.34%,25.76%,31.90%,16.99%,-24.64%,11.33%,189.19%,192.26%,35.72%,,,0.98%,5.57%
